Date;Hours;Consumption;Wind;Price
26.3.2013;14 - 15;2679;639;333,53
26.3.2013;15 - 16;2546;606;331,59
26.3.2013;16 - 17;2507;567;330,92
26.3.2013;17 - 18;2680;518;335,31
26.3.2013;18 - 19;2689;439;352,68
26.3.2013;19 - 20;2717;372;366,02
26.3.2013;20 - 21;2637;358;349,55
26.3.2013;21 - 22;2465;349;342,17
26.3.2013;22 - 23;2242;327;334,87
27.3.2013;23 - 00;2009;311;309,08
27.3.2013;00 - 01;1871;271;326,11
27.3.2013;01 - 02;1801;256;329,02
27.3.2013;02 - 03;1782;247;333,94
27.3.2013;03 - 04;1799;253;344,07
27.3.2013;04 - 05;1852;270;349,29
27.3.2013;05 - 06;2026;288;352,49
27.3.2013;06 - 07;2445;307;357,19
27.3.2013;07 - 08;2848;324;395,72
27.3.2013;08 - 09;2939;348;396,61
27.3.2013;09 - 10;2883;391;360,1
27.3.2013;10 - 11;2888;436;352,87
27.3.2013;11 - 12;2832;463;346,46
27.3.2013;12 - 13;2716;465;343,1
27.3.2013;13 - 14;2728;449;341,99
27.3.2013;14 - 15;2654;434;342,14
27.3.2013;15 - 16;2531;415;340,2
27.3.2013;16 - 17;2498;401;341,99
27.3.2013;17 - 18;2667;390;348,99
27.3.2013;18 - 19;2649;368;368,37
27.3.2013;19 - 20;2632;365;379,1
27.3.2013;20 - 21;2610;397;366,8
27.3.2013;21 - 22;2460;414;357,26
27.3.2013;22 - 23;2241;399;348,02
28.3.2013;23 - 00;2006;386;315,46
28.3.2013;00 - 01;1818;313;338,68
28.3.2013;01 - 02;1722;314;332,28
28.3.2013;02 - 03;1686;329;338,98
28.3.2013;03 - 04;1681;357;350,53
28.3.2013;04 - 05;1698;397;358,06
28.3.2013;05 - 06;1757;438;371,77
28.3.2013;06 - 07;1830;472;365,81
28.3.2013;07 - 08;1976;504;385,03
28.3.2013;08 - 09;2137;554;368,12
28.3.2013;09 - 10;2199;624;363,35
28.3.2013;10 - 11;2196;705;363,5
28.3.2013;11 - 12;2148;774;354,26
28.3.2013;12 - 13;2064;785;349,41
28.3.2013;13 - 14;2007;769;347,55
28.3.2013;14 - 15;1996;768;347,03
28.3.2013;15 - 16;1989;757;349,12
28.3.2013;16 - 17;2054;731;356,57
28.3.2013;17 - 18;2244;717;363,42
28.3.2013;18 - 19;2279;699;376,32
28.3.2013;19 - 20;2185;674;378,48
28.3.2013;20 - 21;2196;641;375,05
28.3.2013;21 - 22;2182;625;371,99
28.3.2013;22 - 23;2040;620;367,45
29.3.2013;23 - 00;1878;629;336,97
29.3.2013;00 - 01;1869;728;258,22
29.3.2013;01 - 02;1796;787;240,18
29.3.2013;02 - 03;1773;833;247,64
29.3.2013;03 - 04;1767;858;246
29.3.2013;04 - 05;1775;887;259,42
29.3.2013;05 - 06;1790;923;254,79
29.3.2013;06 - 07;1863;952;297,51
29.3.2013;07 - 08;1977;970;340,67
29.3.2013;08 - 09;2085;1009;344,4
29.3.2013;09 - 10;2186;1019;350,21
29.3.2013;10 - 11;2211;976;350,81
29.3.2013;11 - 12;2193;923;344,1
29.3.2013;12 - 13;2123;844;333,59
29.3.2013;13 - 14;2060;760;333,74
29.3.2013;14 - 15;2029;706;335,6
29.3.2013;15 - 16;2011;661;337,02
29.3.2013;16 - 17;2062;619;343,28
29.3.2013;17 - 18;2237;589;357,59
29.3.2013;18 - 19;2257;548;360,05
29.3.2013;19 - 20;2152;503;372,13
29.3.2013;20 - 21;2145;475;361,47
29.3.2013;21 - 22;2132;460;353,64
29.3.2013;22 - 23;1995;436;340,52
30.3.2013;23 - 00;1833;401;326,13
30.3.2013;00 - 01;1776;383;344,47
30.3.2013;01 - 02;1703;408;337,39
30.3.2013;02 - 03;1677;441;330,31
30.3.2013;03 - 04;1676;470;333,66
30.3.2013;04 - 05;1696;497;343,88
30.3.2013;05 - 06;1743;535;350,06
30.3.2013;06 - 07;1810;574;349,54
30.3.2013;07 - 08;1934;623;352,37
30.3.2013;08 - 09;2100;699;350,44
30.3.2013;09 - 10;2178;768;350,36
30.3.2013;10 - 11;2165;779;350,73
30.3.2013;11 - 12;2100;772;350,14
30.3.2013;12 - 13;2026;756;348,57
30.3.2013;13 - 14;1971;755;337,02
30.3.2013;14 - 15;1949;748;330,76
30.3.2013;15 - 16;1947;709;330,23
30.3.2013;16 - 17;2010;672;333,66
30.3.2013;17 - 18;2201;644;340,97
30.3.2013;18 - 19;2232;558;368,7
30.3.2013;19 - 20;2122;457;373,69
30.3.2013;20 - 21;2112;410;350,14
30.3.2013;21 - 22;2116;388;345,96
30.3.2013;22 - 23;1988;338;343,95
31.3.2013;23 - 00;1833;287;321,29
31.3.2013;00 - 01;1728;193;339,63
31.3.2013;01 - 02;1651;175;323,6
31.3.2013;02 - 03;1619;170;321,36
31.3.2013;03 - 04;1607;169;326,28
31.3.2013;04 - 05;1627;168;330,61
31.3.2013;05 - 06;1661;165;342,98
31.3.2013;06 - 07;1695;160;345,14
31.3.2013;07 - 08;1813;155;336,65
31.3.2013;08 - 09;1970;149;345,29
31.3.2013;09 - 10;2045;152;346,78
31.3.2013;10 - 11;2037;174;341,04
31.3.2013;11 - 12;1993;199;333,96
31.3.2013;12 - 13;1901;216;321,89
31.3.2013;13 - 14;1827;230;315,4
31.3.2013;14 - 15;1809;256;310,11
31.3.2013;15 - 16;1821;281;308,99
31.3.2013;16 - 17;1909;313;314,51
31.3.2013;17 - 18;2117;347;325,54
31.3.2013;18 - 19;2172;329;336,35
31.3.2013;19 - 20;2114;293;353,64
31.3.2013;20 - 21;2130;277;344,92
31.3.2013;21 - 22;2128;260;340,3
31.3.2013;22 - 23;1991;246;325,24
1.4.2013;00 - 01;1697;256;336,12
1.4.2013;01 - 02;1619;223;325,84
1.4.2013;02 - 03;1591;209;319,57
1.4.2013;03 - 04;1598;197;319,95
1.4.2013;04 - 05;1624;180;326,73
1.4.2013;05 - 06;1659;164;348,42
1.4.2013;06 - 07;1736;153;354,91
1.4.2013;07 - 08;1875;138;357,97
1.4.2013;08 - 09;2080;121;360,72
1.4.2013;09 - 10;2196;104;362,66
1.4.2013;10 - 11;2202;95;365,49
1.4.2013;11 - 12;2157;92;362,44
1.4.2013;12 - 13;2078;94;357,74
1.4.2013;13 - 14;2006;104;345,14
1.4.2013;14 - 15;1974;129;326,66
1.4.2013;15 - 16;1958;165;321,36
1.4.2013;16 - 17;2031;194;327,7
1.4.2013;17 - 18;2274;216;345,59
1.4.2013;18 - 19;2318;236;352
1.4.2013;19 - 20;2252;224;363,11
1.4.2013;20 - 21;2271;221;365,12
1.4.2013;21 - 22;2251;236;357
2.4.2013;22 - 23;2082;239;344,1
2.4.2013;23 - 00;1897;233;335,9
2.4.2013;00 - 01;1881;187;354,46
2.4.2013;01 - 02;1814;179;348,05
2.4.2013;02 - 03;1790;176;346,11
2.4.2013;03 - 04;1803;172;346,49
2.4.2013;04 - 05;1861;167;349,47
2.4.2013;05 - 06;2046;162;316,37
2.4.2013;06 - 07;2513;152;454,65
2.4.2013;07 - 08;2961;147;711,38
2.4.2013;08 - 09;3101;131;816,64
2.4.2013;09 - 10;3062;98;581,97
2.4.2013;10 - 11;3074;81;433,7
2.4.2013;11 - 12;3005;89;389,5
2.4.2013;12 - 13;2879;113;381,22
2.4.2013;13 - 14;2875;136;372,05
2.4.2013;14 - 15;2796;146;367,43
2.4.2013;15 - 16;2659;160;362,36
2.4.2013;16 - 17;2631;180;361,99
2.4.2013;17 - 18;2798;206;368,4
2.4.2013;18 - 19;2759;238;397,77
2.4.2013;19 - 20;2688;227;439,14
2.4.2013;20 - 21;2702;207;440,04
2.4.2013;21 - 22;2583;198;406,27
3.4.2013;22 - 23;2359;188;368,85
3.4.2013;23 - 00;2109;169;335,6
3.4.2013;00 - 01;1927;207;349,23
3.4.2013;01 - 02;1849;188;342,67
3.4.2013;02 - 03;1832;178;339,39
3.4.2013;03 - 04;1852;184;345,73
3.4.2013;04 - 05;1927;181;352,29
3.4.2013;05 - 06;2107;174;370,11
3.4.2013;06 - 07;2491;183;371,3
3.4.2013;07 - 08;2908;193;440,47
3.4.2013;08 - 09;3045;192;461,72
3.4.2013;09 - 10;3003;179;404,1
3.4.2013;10 - 11;3023;182;388,15
3.4.2013;11 - 12;2972;208;378,9
3.4.2013;12 - 13;2864;241;372,34
3.4.2013;13 - 14;2876;260;366,83
3.4.2013;14 - 15;2792;276;355,64
3.4.2013;15 - 16;2656;307;353,18
3.4.2013;16 - 17;2628;336;352,96
3.4.2013;17 - 18;2783;348;357,28
3.4.2013;18 - 19;2725;339;358,33
3.4.2013;19 - 20;2660;291;380,39
3.4.2013;20 - 21;2708;239;387,1
3.4.2013;21 - 22;2629;220;362,5
4.4.2013;22 - 23;2421;208;344,99
4.4.2013;23 - 00;2167;187;330,3
4.4.2013;00 - 01;1954;161;334,6
4.4.2013;01 - 02;1894;149;330,35
4.4.2013;02 - 03;1902;137;330,35
4.4.2013;03 - 04;1926;136;330,73
4.4.2013;04 - 05;2008;140;344,59
4.4.2013;05 - 06;2213;148;361,58
4.4.2013;06 - 07;2560;159;357,78
4.4.2013;07 - 08;2831;172;452
4.4.2013;08 - 09;2948;183;514,76
4.4.2013;09 - 10;2913;203;470,04
4.4.2013;10 - 11;2928;248;430,16
4.4.2013;11 - 12;2880;313;386,55
4.4.2013;12 - 13;2770;383;364,64
4.4.2013;13 - 14;2777;433;358,75
4.4.2013;14 - 15;2704;464;354,35
4.4.2013;15 - 16;2572;506;351,6
4.4.2013;16 - 17;2537;541;350,78
4.4.2013;17 - 18;2697;553;356,96
4.4.2013;18 - 19;2643;561;364,71
4.4.2013;19 - 20;2596;552;379,32
4.4.2013;20 - 21;2675;535;382,68
4.4.2013;21 - 22;2664;537;379,25
5.4.2013;22 - 23;2507;521;362,18
5.4.2013;23 - 00;2259;489;314,85
5.4.2013;00 - 01;2053;324;335,96
5.4.2013;01 - 02;1966;321;324,71
5.4.2013;02 - 03;1927;311;323,14
5.4.2013;03 - 04;1949;321;326,05
5.4.2013;04 - 05;1997;351;349,97
5.4.2013;05 - 06;2129;396;371,59
5.4.2013;06 - 07;2414;454;382,54
5.4.2013;07 - 08;2851;500;520,64
5.4.2013;08 - 09;2987;539;662,76
5.4.2013;09 - 10;2937;636;550,6
5.4.2013;10 - 11;2921;769;443,73
5.4.2013;11 - 12;2836;832;409,52
5.4.2013;12 - 13;2706;820;397,45
5.4.2013;13 - 14;2599;803;383,29
5.4.2013;14 - 15;2478;802;369,5
5.4.2013;15 - 16;2347;810;363,91
5.4.2013;16 - 17;2363;787;359,66
5.4.2013;17 - 18;2487;742;373,45
5.4.2013;18 - 19;2500;660;378,67
5.4.2013;19 - 20;2420;535;380,68
5.4.2013;20 - 21;2387;420;384,03
5.4.2013;21 - 22;2354;356;376,13
6.4.2013;22 - 23;2174;312;366,22
6.4.2013;23 - 00;1978;259;342,82
6.4.2013;00 - 01;1843;190;371,61
6.4.2013;01 - 02;1787;190;368,33
6.4.2013;02 - 03;1759;178;367,66
6.4.2013;03 - 04;1765;158;367,44
6.4.2013;04 - 05;1776;130;369,52
6.4.2013;05 - 06;1819;114;371,54
6.4.2013;06 - 07;1901;105;379,36
6.4.2013;07 - 08;2046;104;372,95
6.4.2013;08 - 09;2195;117;371,54
6.4.2013;09 - 10;2239;141;379,66
6.4.2013;10 - 11;2209;179;381,23
6.4.2013;11 - 12;2132;241;372,36
6.4.2013;12 - 13;2051;340;367,96
6.4.2013;13 - 14;2011;465;355,06
6.4.2013;14 - 15;2002;583;332,77
6.4.2013;15 - 16;1998;697;324,28
6.4.2013;16 - 17;2034;808;325,17
6.4.2013;17 - 18;2223;885;335,61
6.4.2013;18 - 19;2220;894;381,68
6.4.2013;19 - 20;2082;907;394,35
6.4.2013;20 - 21;2116;937;390,7
6.4.2013;21 - 22;2102;950;372,95
7.4.2013;22 - 23;1995;959;357,9
7.4.2013;23 - 00;1848;999;325,1
7.4.2013;00 - 01;1733;1156;336,24
7.4.2013;01 - 02;1656;1207;283,24
7.4.2013;02 - 03;1616;1240;269,67
7.4.2013;03 - 04;1614;1260;265,72
7.4.2013;04 - 05;1638;1277;265,58
7.4.2013;05 - 06;1693;1301;261,03
7.4.2013;06 - 07;1745;1326;255,74
7.4.2013;07 - 08;1862;1330;340,86
7.4.2013;08 - 09;2027;1353;335,94
7.4.2013;09 - 10;2100;1407;344,58
7.4.2013;10 - 11;2117;1386;344,58
7.4.2013;11 - 12;2141;1263;342,87
7.4.2013;12 - 13;2158;1137;335,71
7.4.2013;13 - 14;2134;1024;332,21
7.4.2013;14 - 15;2089;911;326,25
7.4.2013;15 - 16;2083;837;323,57
7.4.2013;16 - 17;2172;751;326,92
7.4.2013;17 - 18;2385;646;335,12
7.4.2013;18 - 19;2364;547;355,47
7.4.2013;19 - 20;2254;457;374,62
7.4.2013;20 - 21;2216;370;387,37
7.4.2013;21 - 22;2237;315;377,01
8.4.2013;22 - 23;2102;291;366,27
8.4.2013;23 - 00;1946;265;342,2
8.4.2013;00 - 01;1802;235;352,19
8.4.2013;01 - 02;1737;205;344,44
8.4.2013;02 - 03;1717;187;345,63
8.4.2013;03 - 04;1739;175;349,73
8.4.2013;04 - 05;1803;157;360,76
8.4.2013;05 - 06;1945;140;368,44
8.4.2013;06 - 07;2337;118;458,48
8.4.2013;07 - 08;2787;97;674,86
8.4.2013;08 - 09;2896;75;664,87
8.4.2013;09 - 10;2862;60;540,17
8.4.2013;10 - 11;2864;57;454
8.4.2013;11 - 12;2791;63;450,87
8.4.2013;12 - 13;2668;76;440,29
8.4.2013;13 - 14;2658;97;417,41
8.4.2013;14 - 15;2601;125;417,26
8.4.2013;15 - 16;2487;165;416,96
8.4.2013;16 - 17;2454;204;407,27
8.4.2013;17 - 18;2595;238;440,66
8.4.2013;18 - 19;2579;271;429,41
8.4.2013;19 - 20;2512;280;425,01
8.4.2013;20 - 21;2509;288;435,37
8.4.2013;21 - 22;2435;334;417,18
9.4.2013;22 - 23;2256;380;392,06
9.4.2013;23 - 00;2065;413;348,39
9.4.2013;00 - 01;1908;408;382,61
9.4.2013;01 - 02;1857;463;372,1
9.4.2013;02 - 03;1858;521;370,39
9.4.2013;03 - 04;1870;577;372,18
9.4.2013;04 - 05;1928;624;376,43
9.4.2013;05 - 06;2115;689;391,19
9.4.2013;06 - 07;2484;765;405,87
9.4.2013;07 - 08;2857;837;484,51
9.4.2013;08 - 09;2986;928;522,45
9.4.2013;09 - 10;2958;1070;429,5
9.4.2013;10 - 11;2958;1247;412,21
9.4.2013;11 - 12;2905;1421;405,05
9.4.2013;12 - 13;2811;1582;393,05
9.4.2013;13 - 14;2802;1720;387,91
9.4.2013;14 - 15;2719;1813;385,15
9.4.2013;15 - 16;2567;1874;384,18
9.4.2013;16 - 17;2525;1893;381,87
9.4.2013;17 - 18;2695;1893;386,64
9.4.2013;18 - 19;2653;1897;387,76
9.4.2013;19 - 20;2567;1872;390,37
9.4.2013;20 - 21;2592;1834;397,82
9.4.2013;21 - 22;2577;1857;391,34
10.4.2013;22 - 23;2380;1920;364,13
10.4.2013;23 - 00;2148;1945;257,31
10.4.2013;00 - 01;1937;1783;254,07
10.4.2013;01 - 02;1887;1775;253,85
10.4.2013;02 - 03;1875;1766;239,31
10.4.2013;03 - 04;1889;1740;251,68
10.4.2013;04 - 05;1936;1709;270,4
10.4.2013;05 - 06;2096;1674;291,35
10.4.2013;06 - 07;2438;1648;386,47
10.4.2013;07 - 08;2792;1632;499,42
10.4.2013;08 - 09;2912;1633;497,85
10.4.2013;09 - 10;2891;1650;440,89
10.4.2013;10 - 11;2896;1637;407,2
10.4.2013;11 - 12;2832;1583;399,59
10.4.2013;12 - 13;2722;1510;394,9
10.4.2013;13 - 14;2720;1420;402,95
10.4.2013;14 - 15;2652;1327;395,05
10.4.2013;15 - 16;2528;1248;388,56
10.4.2013;16 - 17;2519;1163;381,4
10.4.2013;17 - 18;2690;1093;400,49
10.4.2013;18 - 19;2642;1045;401,61
10.4.2013;19 - 20;2562;1008;403,54
10.4.2013;20 - 21;2586;1005;410,33
10.4.2013;21 - 22;2568;1059;403,77
11.4.2013;22 - 23;2384;1123;402,65
11.4.2013;23 - 00;2148;1168;348,15
11.4.2013;00 - 01;1954;1524;336,57
11.4.2013;01 - 02;1881;1476;336,57
11.4.2013;02 - 03;1870;1390;344,62
11.4.2013;03 - 04;1883;1289;349,69
11.4.2013;04 - 05;1928;1186;336,87
11.4.2013;05 - 06;2082;1092;326,88
11.4.2013;06 - 07;2415;1018;446,69
11.4.2013;07 - 08;2765;972;499,34
11.4.2013;08 - 09;2918;940;558,16
11.4.2013;09 - 10;2909;917;482,63
11.4.2013;10 - 11;2929;901;462,28
11.4.2013;11 - 12;2863;888;415,75
11.4.2013;12 - 13;2749;876;410,09
11.4.2013;13 - 14;2741;859;406,13
11.4.2013;14 - 15;2674;843;393,76
11.4.2013;15 - 16;2559;821;388,98
11.4.2013;16 - 17;2527;806;381,98
11.4.2013;17 - 18;2682;830;389,88
11.4.2013;18 - 19;2616;890;390,85
11.4.2013;19 - 20;2512;905;388,46
11.4.2013;20 - 21;2512;909;391,97
11.4.2013;21 - 22;2535;936;390,92
12.4.2013;22 - 23;2369;932;376,23
12.4.2013;23 - 00;2131;889;346,34
12.4.2013;00 - 01;1879;744;348,85
12.4.2013;01 - 02;1810;714;337,29
12.4.2013;02 - 03;1782;668;340,12
12.4.2013;03 - 04;1784;595;340,57
12.4.2013;04 - 05;1844;501;356,68
12.4.2013;05 - 06;2019;408;384,11
12.4.2013;06 - 07;2406;342;357,42
12.4.2013;07 - 08;2850;297;455,61
12.4.2013;08 - 09;3017;246;530,47
12.4.2013;09 - 10;3024;203;464,48
12.4.2013;10 - 11;3049;165;432,28
12.4.2013;11 - 12;2980;135;412,97
12.4.2013;12 - 13;2822;123;399,99
12.4.2013;13 - 14;2691;107;401,33
12.4.2013;14 - 15;2517;91;399,32
12.4.2013;15 - 16;2374;86;395,89
12.4.2013;16 - 17;2357;78;391,72
12.4.2013;17 - 18;2489;67;393,28
12.4.2013;18 - 19;2469;60;390,6
12.4.2013;19 - 20;2332;55;393,66
12.4.2013;20 - 21;2281;52;389,26
12.4.2013;21 - 22;2273;55;381,43
13.4.2013;22 - 23;2104;57;364,13
13.4.2013;23 - 00;1912;61;349,97
13.4.2013;00 - 01;1802;71;390,69
13.4.2013;01 - 02;1716;85;355,95
13.4.2013;02 - 03;1674;92;347,68
13.4.2013;03 - 04;1664;93;346,41
13.4.2013;04 - 05;1675;94;349,32
13.4.2013;05 - 06;1733;96;355,58
13.4.2013;06 - 07;1814;103;359,16
13.4.2013;07 - 08;2004;115;363,78
13.4.2013;08 - 09;2201;134;373,47
13.4.2013;09 - 10;2302;164;390,84
13.4.2013;10 - 11;2306;192;397,03
13.4.2013;11 - 12;2237;209;391,73
13.4.2013;12 - 13;2133;243;387,48
13.4.2013;13 - 14;2036;291;373,32
13.4.2013;14 - 15;1948;356;367,88
13.4.2013;15 - 16;1894;434;365,42
13.4.2013;16 - 17;1943;475;366,39
13.4.2013;17 - 18;2141;455;377,2
13.4.2013;18 - 19;2208;413;386,22
13.4.2013;19 - 20;2113;367;381,52
13.4.2013;20 - 21;2127;313;402,99
13.4.2013;21 - 22;2147;273;396,5
14.4.2013;22 - 23;2006;259;379,21
14.4.2013;23 - 00;1850;254;357,59
14.4.2013;00 - 01;1735;229;351,23
14.4.2013;01 - 02;1651;278;344,08
14.4.2013;02 - 03;1612;360;338,63
14.4.2013;03 - 04;1601;474;337,07
14.4.2013;04 - 05;1613;611;338,71
14.4.2013;05 - 06;1657;773;337,81
14.4.2013;06 - 07;1692;953;342,96
14.4.2013;07 - 08;1840;1120;350,11
14.4.2013;08 - 09;1995;1279;349,97
14.4.2013;09 - 10;2072;1490;309,56
14.4.2013;10 - 11;2089;1732;238,88
14.4.2013;11 - 12;2083;1955;225,76
14.4.2013;12 - 13;2055;2131;202,64
14.4.2013;13 - 14;2028;2210;148,74
14.4.2013;14 - 15;2012;2216;111,68
14.4.2013;15 - 16;2005;2206;111,61
14.4.2013;16 - 17;2066;2167;197,28
14.4.2013;17 - 18;2284;2094;204,81
14.4.2013;18 - 19;2310;1979;225,31
14.4.2013;19 - 20;2207;1867;290,17
14.4.2013;20 - 21;2196;1819;261,77
14.4.2013;21 - 22;2244;1820;260,42
15.4.2013;22 - 23;2081;1847;238,65
15.4.2013;23 - 00;1903;1876;203,09
15.4.2013;00 - 01;1698;2126;175,06
15.4.2013;01 - 02;1612;2120;118,1
15.4.2013;02 - 03;1587;2096;92,75
15.4.2013;03 - 04;1597;2072;81,49
15.4.2013;04 - 05;1658;1997;75,3
15.4.2013;05 - 06;1843;1828;191,39
15.4.2013;06 - 07;2224;1612;334,76
15.4.2013;07 - 08;2629;1417;392,39
15.4.2013;08 - 09;2738;1271;405,51
15.4.2013;09 - 10;2688;1157;395
15.4.2013;10 - 11;2682;1047;394,62
15.4.2013;11 - 12;2648;957;392,61
15.4.2013;12 - 13;2585;900;390,75
15.4.2013;13 - 14;2618;866;391,64
15.4.2013;14 - 15;2531;846;389,03
15.4.2013;15 - 16;2337;833;388,51
15.4.2013;16 - 17;2255;771;385,16
15.4.2013;17 - 18;2396;640;395,67
15.4.2013;18 - 19;2360;520;402,3
15.4.2013;19 - 20;2307;439;401,41
15.4.2013;20 - 21;2330;381;404,62
15.4.2013;21 - 22;2348;354;405,96
16.4.2013;22 - 23;2143;325;403,12
16.4.2013;23 - 00;1839;305;359,36
16.4.2013;00 - 01;1745;233;325,51
16.4.2013;01 - 02;1681;210;330,28
16.4.2013;02 - 03;1665;215;329,76
16.4.2013;03 - 04;1674;246;337,51
16.4.2013;04 - 05;1727;312;349,66
16.4.2013;05 - 06;1889;401;364,13
16.4.2013;06 - 07;2293;477;372,78
16.4.2013;07 - 08;2760;525;440,77
16.4.2013;08 - 09;2868;561;446,44
16.4.2013;09 - 10;2818;644;419,3
16.4.2013;10 - 11;2805;817;394,69
16.4.2013;11 - 12;2740;1039;387,69
16.4.2013;12 - 13;2613;1259;383,59
16.4.2013;13 - 14;2607;1459;381,72
16.4.2013;14 - 15;2527;1618;377,99
16.4.2013;15 - 16;2376;1805;372,63
16.4.2013;16 - 17;2378;1953;270,56
16.4.2013;17 - 18;2574;1959;326,85
16.4.2013;18 - 19;2549;1907;381,13
16.4.2013;19 - 20;2452;1836;381,65
16.4.2013;20 - 21;2385;1691;382,62
16.4.2013;21 - 22;2337;1531;382,62
17.4.2013;22 - 23;2110;1438;328,04
17.4.2013;23 - 00;1867;1438;270,93
17.4.2013;00 - 01;1811;1466;241,17
17.4.2013;01 - 02;1744;1447;241,09
17.4.2013;02 - 03;1728;1393;239,16
17.4.2013;03 - 04;1738;1330;239,6
17.4.2013;04 - 05;1792;1257;267,71
17.4.2013;05 - 06;1958;1181;311,92
17.4.2013;06 - 07;2322;1113;322,73
17.4.2013;07 - 08;2727;1057;379,31
17.4.2013;08 - 09;2814;1022;376,63
17.4.2013;09 - 10;2743;1000;373,05
17.4.2013;10 - 11;2708;979;362,39
17.4.2013;11 - 12;2650;970;351,95
17.4.2013;12 - 13;2561;1003;350,09
17.4.2013;13 - 14;2568;1071;344,27
17.4.2013;14 - 15;2491;1133;325,78
17.4.2013;15 - 16;2335;1157;331,97
17.4.2013;16 - 17;2300;1161;332,27
17.4.2013;17 - 18;2506;1184;340,77
17.4.2013;18 - 19;2519;1240;336,59
17.4.2013;19 - 20;2449;1390;360,23
17.4.2013;20 - 21;2411;1640;357,99
17.4.2013;21 - 22;2386;1907;328,24
18.4.2013;22 - 23;2181;2105;269,72
18.4.2013;23 - 00;1938;2212;223,87
18.4.2013;00 - 01;1765;2255;154,34
18.4.2013;01 - 02;1701;2255;131,08
18.4.2013;02 - 03;1690;2227;92,08
18.4.2013;03 - 04;1698;2219;76,57
18.4.2013;04 - 05;1755;2327;79,33
18.4.2013;05 - 06;1917;2520;121,68
18.4.2013;06 - 07;2293;2676;261,93
18.4.2013;07 - 08;2704;2716;307,34
18.4.2013;08 - 09;2825;2724;323,14
18.4.2013;09 - 10;2799;2812;291,53
18.4.2013;10 - 11;2750;2965;236,36
18.4.2013;11 - 12;2625;3066;220,32
18.4.2013;12 - 13;2533;3026;182,08
18.4.2013;13 - 14;2547;2970;149,57
18.4.2013;14 - 15;2487;2961;111,77
18.4.2013;15 - 16;2351;2941;112,06
18.4.2013;16 - 17;2335;2936;134,58
18.4.2013;17 - 18;2558;2969;227,63
18.4.2013;18 - 19;2516;3042;269,16
18.4.2013;19 - 20;2414;3098;295,41
18.4.2013;20 - 21;2368;3067;290,71
18.4.2013;21 - 22;2360;3015;287,43
19.4.2013;22 - 23;2156;2969;249,48
19.4.2013;23 - 00;1918;2931;211,82
19.4.2013;00 - 01;1722;2711;129,93
19.4.2013;01 - 02;1658;2648;89,45
19.4.2013;02 - 03;1634;2591;76,18
19.4.2013;03 - 04;1647;2553;68,21
19.4.2013;04 - 05;1705;2564;68,28
19.4.2013;05 - 06;1856;2597;132,47
19.4.2013;06 - 07;2220;2596;239,74
19.4.2013;07 - 08;2689;2559;294,01
19.4.2013;08 - 09;2846;2531;309,96
19.4.2013;09 - 10;2842;2539;303,77
19.4.2013;10 - 11;2862;2556;300,12
19.4.2013;11 - 12;2778;2580;297,29
19.4.2013;12 - 13;2595;2621;280,96
19.4.2013;13 - 14;2435;2657;282,97
19.4.2013;14 - 15;2239;2671;271,05
19.4.2013;15 - 16;2092;2654;266,95
19.4.2013;16 - 17;2068;2642;250,77
19.4.2013;17 - 18;2209;2623;246,97
19.4.2013;18 - 19;2223;2560;275,44
19.4.2013;19 - 20;2109;2457;275,22
19.4.2013;20 - 21;2065;2296;258,3
19.4.2013;21 - 22;2086;2142;264,56
20.4.2013;22 - 23;1924;2027;247,79
20.4.2013;23 - 00;1742;1924;226,84
20.4.2013;00 - 01;1686;1738;201,66
20.4.2013;01 - 02;1636;1550;203,38
20.4.2013;02 - 03;1605;1380;205,99
20.4.2013;03 - 04;1603;1209;230,81
20.4.2013;04 - 05;1616;1004;241,03
20.4.2013;05 - 06;1663;812;241,1
20.4.2013;06 - 07;1747;683;253,4
20.4.2013;07 - 08;1910;590;273,23
20.4.2013;08 - 09;2046;535;287,03
20.4.2013;09 - 10;2075;478;288,22
20.4.2013;10 - 11;2066;394;290,31
20.4.2013;11 - 12;1984;327;287,32
20.4.2013;12 - 13;1912;281;285,76
20.4.2013;13 - 14;1854;237;279,79
20.4.2013;14 - 15;1797;198;272,64
20.4.2013;15 - 16;1784;175;263,32
20.4.2013;16 - 17;1829;164;272,34
20.4.2013;17 - 18;2025;161;279,42
20.4.2013;18 - 19;2115;158;272,71
20.4.2013;19 - 20;2037;148;274,95
20.4.2013;20 - 21;2041;130;289,41
20.4.2013;21 - 22;2095;115;300,52
21.4.2013;22 - 23;1999;100;298,58
21.4.2013;23 - 00;1835;88;300,44
21.4.2013;00 - 01;1677;60;288,63
21.4.2013;01 - 02;1591;54;273,42
21.4.2013;02 - 03;1555;57;263,43
21.4.2013;03 - 04;1544;71;267,53
21.4.2013;04 - 05;1552;92;271,93
21.4.2013;05 - 06;1584;121;269,32
21.4.2013;06 - 07;1609;165;265
21.4.2013;07 - 08;1732;203;272,53
21.4.2013;08 - 09;1846;217;283,93
21.4.2013;09 - 10;1869;240;287,88
21.4.2013;10 - 11;1826;302;287,96
21.4.2013;11 - 12;1805;396;283,04
21.4.2013;12 - 13;1766;490;275,21
21.4.2013;13 - 14;1733;549;261,49
21.4.2013;14 - 15;1712;588;246,06
21.4.2013;15 - 16;1695;608;235,7
21.4.2013;16 - 17;1753;611;241,52
21.4.2013;17 - 18;1992;605;256,5
21.4.2013;18 - 19;2084;604;262,69
