Date;Hours;Consumption;Wind;Price
6.1.2013;02 - 03;1650;516;240,54
6.1.2013;03 - 04;1626;529;241,73
6.1.2013;04 - 05;1629;542;242,03
6.1.2013;05 - 06;1673;613;244,64
6.1.2013;06 - 07;1784;725;248,14
6.1.2013;07 - 08;1975;822;245,91
6.1.2013;08 - 09;2194;904;250,98
6.1.2013;09 - 10;2304;970;255,45
6.1.2013;10 - 11;2364;1062;260,75
6.1.2013;11 - 12;2366;1159;268,36
6.1.2013;12 - 13;2342;1186;268,13
6.1.2013;13 - 14;2322;1143;260
6.1.2013;14 - 15;2332;1078;259,93
6.1.2013;15 - 16;2381;995;262,39
6.1.2013;16 - 17;2580;864;239,42
6.1.2013;17 - 18;2777;711;278,65
6.1.2013;18 - 19;2711;526;298,71
6.1.2013;19 - 20;2563;355;285,29
6.1.2013;20 - 21;2402;251;275,67
6.1.2013;21 - 22;2239;193;268,95
6.1.2013;22 - 23;2053;148;270,89
7.1.2013;23 - 00;1885;118;257,77
7.1.2013;00 - 01;2002;82;260,75
7.1.2013;01 - 02;1931;56;251,35
7.1.2013;02 - 03;1892;49;247,03
7.1.2013;03 - 04;1897;51;248,07
7.1.2013;04 - 05;1965;59;225,02
7.1.2013;05 - 06;2155;69;223,01
7.1.2013;06 - 07;2623;75;347,19
7.1.2013;07 - 08;3160;85;462,35
7.1.2013;08 - 09;3349;102;475,4
7.1.2013;09 - 10;3312;127;484,35
7.1.2013;10 - 11;3321;154;478,76
7.1.2013;11 - 12;3288;180;477,34
7.1.2013;12 - 13;3198;195;473,76
7.1.2013;13 - 14;3200;210;467,28
7.1.2013;14 - 15;3150;226;467,13
7.1.2013;15 - 16;3100;253;454,67
7.1.2013;16 - 17;3222;288;453,78
7.1.2013;17 - 18;3378;315;533,06
7.1.2013;18 - 19;3245;342;365,76
7.1.2013;19 - 20;3022;373;291,93
7.1.2013;20 - 21;2819;384;283,8
7.1.2013;21 - 22;2632;363;279,32
7.1.2013;22 - 23;2406;343;272,16
8.1.2013;23 - 00;2180;332;265,15
8.1.2013;00 - 01;1990;436;264,33
8.1.2013;01 - 02;1911;422;261,12
8.1.2013;02 - 03;1873;414;259,78
8.1.2013;03 - 04;1878;398;259,85
8.1.2013;04 - 05;1945;365;262,61
8.1.2013;05 - 06;2133;342;270,44
8.1.2013;06 - 07;2597;330;294,38
8.1.2013;07 - 08;3128;315;370,09
8.1.2013;08 - 09;3316;296;388,81
8.1.2013;09 - 10;3279;271;390
8.1.2013;10 - 11;3288;245;390,3
8.1.2013;11 - 12;3255;227;390,15
8.1.2013;12 - 13;3166;196;371,35
8.1.2013;13 - 14;3168;154;390,15
8.1.2013;14 - 15;3118;118;370,83
8.1.2013;15 - 16;3069;89;370,09
8.1.2013;16 - 17;3189;68;406,33
8.1.2013;17 - 18;3345;64;514,03
8.1.2013;18 - 19;3212;63;494,34
8.1.2013;19 - 20;2992;65;390,37
8.1.2013;20 - 21;2791;82;347,04
8.1.2013;21 - 22;2606;108;293,19
8.1.2013;22 - 23;2382;146;284,99
9.1.2013;23 - 00;2157;196;269,4
9.1.2013;00 - 01;1986;176;272,05
9.1.2013;01 - 02;1907;200;267,8
9.1.2013;02 - 03;1869;232;264,07
9.1.2013;03 - 04;1874;261;266,53
9.1.2013;04 - 05;1941;284;267,87
9.1.2013;05 - 06;2128;321;278,02
9.1.2013;06 - 07;2591;348;293,9
9.1.2013;07 - 08;3121;387;319,56
9.1.2013;08 - 09;3308;476;335,16
9.1.2013;09 - 10;3271;551;319,56
9.1.2013;10 - 11;3280;625;310,39
9.1.2013;11 - 12;3248;760;306,36
9.1.2013;12 - 13;3159;926;303,97
9.1.2013;13 - 14;3160;1061;310,32
9.1.2013;14 - 15;3111;1189;305,54
9.1.2013;15 - 16;3062;1299;310,99
9.1.2013;16 - 17;3182;1349;331,43
9.1.2013;17 - 18;3337;1350;329,64
9.1.2013;18 - 19;3205;1318;315,09
9.1.2013;19 - 20;2985;1292;299,42
9.1.2013;20 - 21;2785;1265;291,14
9.1.2013;21 - 22;2600;1212;283,09
9.1.2013;22 - 23;2377;1175;274,21
10.1.2013;23 - 00;2153;1152;262,35
10.1.2013;00 - 01;1938;1346;260,28
10.1.2013;01 - 02;1861;1366;256,47
10.1.2013;02 - 03;1823;1411;245,96
10.1.2013;03 - 04;1829;1410;248,12
10.1.2013;04 - 05;1894;1385;254,09
10.1.2013;05 - 06;2077;1400;252,97
10.1.2013;06 - 07;2529;1431;284,6
10.1.2013;07 - 08;3046;1427;355,99
10.1.2013;08 - 09;3228;1382;340,1
10.1.2013;09 - 10;3192;1320;325,33
10.1.2013;10 - 11;3201;1286;316,98
10.1.2013;11 - 12;3169;1273;315,71
10.1.2013;12 - 13;3083;1275;316,6
10.1.2013;13 - 14;3084;1321;323,09
10.1.2013;14 - 15;3036;1381;331,67
10.1.2013;15 - 16;2988;1407;341,52
10.1.2013;16 - 17;3105;1411;385,23
10.1.2013;17 - 18;3256;1409;388,14
10.1.2013;18 - 19;3128;1371;329,28
10.1.2013;19 - 20;2913;1265;312,95
10.1.2013;20 - 21;2717;1154;302,2
10.1.2013;21 - 22;2537;1072;296,09
10.1.2013;22 - 23;2320;998;289,37
11.1.2013;23 - 00;2101;925;278,56
11.1.2013;00 - 01;2009;912;276,02
11.1.2013;01 - 02;1944;874;269,6
11.1.2013;02 - 03;1918;842;266,92
11.1.2013;03 - 04;1918;840;263,41
11.1.2013;04 - 05;1964;851;264,08
11.1.2013;05 - 06;2143;860;284,23
11.1.2013;06 - 07;2581;867;303,17
11.1.2013;07 - 08;3065;893;358,98
11.1.2013;08 - 09;3210;919;409,78
11.1.2013;09 - 10;3159;944;362,48
11.1.2013;10 - 11;3162;960;349,13
11.1.2013;11 - 12;3114;966;335,25
11.1.2013;12 - 13;2979;942;333,98
11.1.2013;13 - 14;2899;896;328,46
11.1.2013;14 - 15;2825;853;336,82
11.1.2013;15 - 16;2814;820;340,25
11.1.2013;16 - 17;2983;797;392,99
11.1.2013;17 - 18;3124;788;403,06
11.1.2013;18 - 19;2997;784;337,86
11.1.2013;19 - 20;2784;767;317,05
11.1.2013;20 - 21;2598;739;301,91
11.1.2013;21 - 22;2443;704;295,71
11.1.2013;22 - 23;2271;655;289,75
12.1.2013;23 - 00;2095;603;280,79
12.1.2013;00 - 01;2001;611;283,05
12.1.2013;01 - 02;1917;558;279,91
12.1.2013;02 - 03;1865;515;275,29
12.1.2013;03 - 04;1838;517;275,89
12.1.2013;04 - 05;1825;572;274,99
12.1.2013;05 - 06;1869;610;277,83
12.1.2013;06 - 07;2000;617;282,75
12.1.2013;07 - 08;2224;606;288,12
12.1.2013;08 - 09;2439;574;292,97
12.1.2013;09 - 10;2524;520;302,22
12.1.2013;10 - 11;2557;464;307,52
12.1.2013;11 - 12;2530;395;309,61
12.1.2013;12 - 13;2460;330;307,59
12.1.2013;13 - 14;2410;294;305,5
12.1.2013;14 - 15;2423;282;305,5
12.1.2013;15 - 16;2468;276;322,07
12.1.2013;16 - 17;2665;276;350,49
12.1.2013;17 - 18;2830;288;425,39
12.1.2013;18 - 19;2725;302;484,4
12.1.2013;19 - 20;2525;300;318,34
12.1.2013;20 - 21;2341;286;303,94
12.1.2013;21 - 22;2216;269;297
12.1.2013;22 - 23;2076;259;294,98
13.1.2013;23 - 00;1924;245;283,72
13.1.2013;00 - 01;1838;155;288,7
13.1.2013;01 - 02;1740;162;286,23
13.1.2013;02 - 03;1687;171;282,8
13.1.2013;03 - 04;1670;178;274,67
13.1.2013;04 - 05;1678;179;275,12
13.1.2013;05 - 06;1723;182;278,7
13.1.2013;06 - 07;1831;174;278,25
13.1.2013;07 - 08;2005;162;281,16
13.1.2013;08 - 09;2223;159;282,21
13.1.2013;09 - 10;2359;158;286,98
13.1.2013;10 - 11;2460;155;291,91
13.1.2013;11 - 12;2504;144;296,61
13.1.2013;12 - 13;2496;136;295,11
13.1.2013;13 - 14;2485;139;291,38
13.1.2013;14 - 15;2492;145;290,79
13.1.2013;15 - 16;2537;152;294,74
13.1.2013;16 - 17;2754;164;301,38
13.1.2013;17 - 18;3038;179;331,15
13.1.2013;18 - 19;2945;200;356,15
13.1.2013;19 - 20;2744;214;335,03
13.1.2013;20 - 21;2532;232;303,17
13.1.2013;21 - 22;2365;253;295,79
13.1.2013;22 - 23;2187;268;295,93
14.1.2013;23 - 00;2013;262;283,7
14.1.2013;00 - 01;1981;414;275,27
14.1.2013;01 - 02;1906;446;273,4
14.1.2013;02 - 03;1891;454;273,18
14.1.2013;03 - 04;1895;446;274,82
14.1.2013;04 - 05;1948;470;281,31
14.1.2013;05 - 06;2159;522;273,62
14.1.2013;06 - 07;2698;581;330,26
14.1.2013;07 - 08;3296;634;453,38
14.1.2013;08 - 09;3519;731;463,15
14.1.2013;09 - 10;3473;795;462,56
14.1.2013;10 - 11;3518;788;468,15
14.1.2013;11 - 12;3499;771;471,51
14.1.2013;12 - 13;3423;760;450,25
14.1.2013;13 - 14;3449;769;445,1
14.1.2013;14 - 15;3405;790;427,26
14.1.2013;15 - 16;3316;777;422,04
14.1.2013;16 - 17;3458;778;429,2
14.1.2013;17 - 18;3687;789;528
14.1.2013;18 - 19;3497;765;538
14.1.2013;19 - 20;3253;710;426,14
14.1.2013;20 - 21;3004;643;325,48
14.1.2013;21 - 22;2793;582;310,78
14.1.2013;22 - 23;2558;528;302,05
15.1.2013;23 - 00;2299;474;283,7
15.1.2013;00 - 01;2021;512;289,08
15.1.2013;01 - 02;1954;517;281,99
15.1.2013;02 - 03;1922;527;275,5
15.1.2013;03 - 04;1926;544;282,89
15.1.2013;04 - 05;1970;564;285,95
15.1.2013;05 - 06;2154;593;283,56
15.1.2013;06 - 07;2643;619;329,08
15.1.2013;07 - 08;3196;554;464,52
15.1.2013;08 - 09;3384;473;480,56
15.1.2013;09 - 10;3343;415;471,6
15.1.2013;10 - 11;3377;358;466,53
15.1.2013;11 - 12;3355;299;409,52
15.1.2013;12 - 13;3273;257;384,15
15.1.2013;13 - 14;3283;241;421,53
15.1.2013;14 - 15;3248;219;439,44
15.1.2013;15 - 16;3168;194;460,19
15.1.2013;16 - 17;3284;174;481,23
15.1.2013;17 - 18;3508;162;529,21
15.1.2013;18 - 19;3329;147;416,76
15.1.2013;19 - 20;3103;131;352,43
15.1.2013;20 - 21;2884;122;323,71
15.1.2013;21 - 22;2679;115;311,24
15.1.2013;22 - 23;2446;104;302,59
16.1.2013;23 - 00;2202;94;289,68
16.1.2013;00 - 01;1997;81;291,01
16.1.2013;01 - 02;1931;81;283,47
16.1.2013;02 - 03;1899;84;278,92
16.1.2013;03 - 04;1903;82;283,25
16.1.2013;04 - 05;1947;84;286,83
16.1.2013;05 - 06;2129;72;289,67
16.1.2013;06 - 07;2612;65;343,47
16.1.2013;07 - 08;3158;72;468,97
16.1.2013;08 - 09;3344;81;508,89
16.1.2013;09 - 10;3303;91;538,37
16.1.2013;10 - 11;3337;93;539,56
16.1.2013;11 - 12;3315;86;393,24
16.1.2013;12 - 13;3234;78;432,64
16.1.2013;13 - 14;3244;69;473,68
16.1.2013;14 - 15;3209;70;437,49
16.1.2013;15 - 16;3131;77;432,64
16.1.2013;16 - 17;3245;87;439,65
16.1.2013;17 - 18;3466;98;521,8
16.1.2013;18 - 19;3290;109;448,01
16.1.2013;19 - 20;3066;119;377,42
16.1.2013;20 - 21;2849;129;321,6
16.1.2013;21 - 22;2647;139;312,57
16.1.2013;22 - 23;2416;149;308,77
17.1.2013;23 - 00;2176;146;282,8
17.1.2013;00 - 01;2225;163;294,07
17.1.2013;01 - 02;2169;187;291,24
17.1.2013;02 - 03;2149;204;290,49
17.1.2013;03 - 04;2145;214;292,73
17.1.2013;04 - 05;2184;215;295,86
17.1.2013;05 - 06;2336;214;303,62
17.1.2013;06 - 07;2786;222;326,98
17.1.2013;07 - 08;3309;242;459,5
17.1.2013;08 - 09;3438;264;465,77
17.1.2013;09 - 10;3386;261;447,12
17.1.2013;10 - 11;3435;236;433,83
17.1.2013;11 - 12;3401;199;431,89
17.1.2013;12 - 13;3290;177;436,67
17.1.2013;13 - 14;3308;169;467,26
17.1.2013;14 - 15;3257;167;461,97
17.1.2013;15 - 16;3141;174;462,19
17.1.2013;16 - 17;3206;195;464,88
17.1.2013;17 - 18;3478;235;543,45
17.1.2013;18 - 19;3362;275;642,25
17.1.2013;19 - 20;3183;308;457,41
17.1.2013;20 - 21;2958;347;363,1
17.1.2013;21 - 22;2806;369;342,95
17.1.2013;22 - 23;2590;376;322,95
18.1.2013;23 - 00;2376;376;294,3
18.1.2013;00 - 01;2163;459;296,69
18.1.2013;01 - 02;2096;456;290,35
18.1.2013;02 - 03;2065;455;288,19
18.1.2013;03 - 04;2068;469;291,1
18.1.2013;04 - 05;2124;499;292,59
18.1.2013;05 - 06;2300;547;283,78
18.1.2013;06 - 07;2720;584;352,58
18.1.2013;07 - 08;3240;614;465,93
18.1.2013;08 - 09;3408;646;496,68
18.1.2013;09 - 10;3344;664;484,66
18.1.2013;10 - 11;3356;674;457,05
18.1.2013;11 - 12;3318;681;372,58
18.1.2013;12 - 13;3209;719;361,24
18.1.2013;13 - 14;3107;783;352,06
18.1.2013;14 - 15;2997;829;353,18
18.1.2013;15 - 16;2955;885;357,96
18.1.2013;16 - 17;3123;954;407,43
18.1.2013;17 - 18;3351;1020;464,14
18.1.2013;18 - 19;3210;1088;387,13
18.1.2013;19 - 20;2936;1161;329,53
18.1.2013;20 - 21;2684;1244;313,18
18.1.2013;21 - 22;2494;1302;301,69
18.1.2013;22 - 23;2306;1323;292,44
19.1.2013;23 - 00;2115;1317;288,71
19.1.2013;00 - 01;2009;1224;252,16
19.1.2013;01 - 02;1906;1243;251,34
19.1.2013;02 - 03;1856;1245;244,7
19.1.2013;03 - 04;1835;1208;245,22
19.1.2013;04 - 05;1849;1188;241,86
19.1.2013;05 - 06;1905;1156;242,53
19.1.2013;06 - 07;2047;1123;236,94
19.1.2013;07 - 08;2271;1114;281,27
19.1.2013;08 - 09;2501;1097;284,03
19.1.2013;09 - 10;2622;1083;310
19.1.2013;10 - 11;2678;1068;310,15
19.1.2013;11 - 12;2656;1044;312,91
19.1.2013;12 - 13;2601;1021;310,44
19.1.2013;13 - 14;2554;1012;306,04
19.1.2013;14 - 15;2542;1006;299,18
19.1.2013;15 - 16;2575;992;300,22
19.1.2013;16 - 17;2747;980;311,19
19.1.2013;17 - 18;3037;953;362,91
19.1.2013;18 - 19;2944;919;345,44
19.1.2013;19 - 20;2695;875;327,09
19.1.2013;20 - 21;2498;818;283,58
19.1.2013;21 - 22;2360;763;291,04
19.1.2013;22 - 23;2221;705;287,01
20.1.2013;23 - 00;2073;658;275,74
20.1.2013;00 - 01;1942;553;267,84
20.1.2013;01 - 02;1852;528;243,28
20.1.2013;02 - 03;1799;506;232,99
20.1.2013;03 - 04;1790;487;226,94
20.1.2013;04 - 05;1802;483;225,82
20.1.2013;05 - 06;1848;499;222,76
20.1.2013;06 - 07;1956;501;267,09
20.1.2013;07 - 08;2134;482;275
20.1.2013;08 - 09;2316;464;283,28
20.1.2013;09 - 10;2423;459;288,21
20.1.2013;10 - 11;2464;449;294,78
20.1.2013;11 - 12;2466;431;299,4
20.1.2013;12 - 13;2435;468;296,79
20.1.2013;13 - 14;2408;575;286,42
20.1.2013;14 - 15;2405;718;281,12
20.1.2013;15 - 16;2448;879;284,03
20.1.2013;16 - 17;2655;1095;294,25
20.1.2013;17 - 18;3033;1402;298,88
20.1.2013;18 - 19;2972;1660;303,96
20.1.2013;19 - 20;2768;1848;297,31
20.1.2013;20 - 21;2571;1994;288,73
20.1.2013;21 - 22;2415;2094;264,85
20.1.2013;22 - 23;2267;2155;276,34
21.1.2013;23 - 00;2106;2212;233,43
21.1.2013;00 - 01;1961;2127;199,4
21.1.2013;01 - 02;1908;2196;218,28
21.1.2013;02 - 03;1887;2276;163,51
21.1.2013;03 - 04;1893;2320;163,88
21.1.2013;04 - 05;1965;2335;217,91
21.1.2013;05 - 06;2155;2348;218,51
21.1.2013;06 - 07;2648;2351;279,7
21.1.2013;07 - 08;3194;2349;323,13
21.1.2013;08 - 09;3384;2347;311,64
21.1.2013;09 - 10;3354;2358;310,52
21.1.2013;10 - 11;3388;2392;310,15
21.1.2013;11 - 12;3358;2425;307,54
21.1.2013;12 - 13;3269;2418;307,61
21.1.2013;13 - 14;3279;2388;306,64
21.1.2013;14 - 15;3229;2358;304,4
21.1.2013;15 - 16;3140;2323;304,78
21.1.2013;16 - 17;3230;2282;307,31
21.1.2013;17 - 18;3539;2232;315
21.1.2013;18 - 19;3377;2194;312,09
21.1.2013;19 - 20;3156;2165;308,36
21.1.2013;20 - 21;2931;2142;307,76
21.1.2013;21 - 22;2759;2107;302,24
21.1.2013;22 - 23;2534;2056;295,6
22.1.2013;23 - 00;2290;2020;272,76
22.1.2013;00 - 01;2071;1999;252,16
22.1.2013;01 - 02;2008;1940;246,86
22.1.2013;02 - 03;1977;1875;255,74
22.1.2013;03 - 04;1991;1815;247,98
22.1.2013;04 - 05;2039;1767;246,86
22.1.2013;05 - 06;2218;1707;251,86
22.1.2013;06 - 07;2665;1626;284,18
22.1.2013;07 - 08;3169;1532;403,35
22.1.2013;08 - 09;3339;1442;472,76
22.1.2013;09 - 10;3291;1380;378,43
22.1.2013;10 - 11;3334;1345;359,17
22.1.2013;11 - 12;3280;1307;351,26
22.1.2013;12 - 13;3188;1227;339,62
22.1.2013;13 - 14;3192;1108;350,22
22.1.2013;14 - 15;3137;1006;351,04
22.1.2013;15 - 16;3054;914;395,82
22.1.2013;16 - 17;3141;840;453,2
22.1.2013;17 - 18;3449;788;560,14
22.1.2013;18 - 19;3324;745;606,93
22.1.2013;19 - 20;3110;690;491,79
22.1.2013;20 - 21;2900;634;331,56
22.1.2013;21 - 22;2713;592;320,89
22.1.2013;22 - 23;2489;546;304,1
23.1.2013;23 - 00;2263;500;295,74
23.1.2013;00 - 01;2189;453;295,16
23.1.2013;01 - 02;2137;417;285,76
23.1.2013;02 - 03;2115;376;282,55
23.1.2013;03 - 04;2106;341;285,31
23.1.2013;04 - 05;2168;315;284,64
23.1.2013;05 - 06;2337;297;306,13
23.1.2013;06 - 07;2801;280;349,57
23.1.2013;07 - 08;3349;266;508,23
23.1.2013;08 - 09;3483;254;558,98
23.1.2013;09 - 10;3443;241;559,58
23.1.2013;10 - 11;3465;222;565,62
23.1.2013;11 - 12;3416;199;554,13
23.1.2013;12 - 13;3308;176;492,04
23.1.2013;13 - 14;3322;160;480,77
23.1.2013;14 - 15;3276;153;459,65
23.1.2013;15 - 16;3184;147;437,41
23.1.2013;16 - 17;3242;135;448,68
23.1.2013;17 - 18;3581;134;558,98
23.1.2013;18 - 19;3425;140;735,18
23.1.2013;19 - 20;3236;142;563,16
23.1.2013;20 - 21;3031;141;340,54
23.1.2013;21 - 22;2850;137;321,73
23.1.2013;22 - 23;2607;124;306,58
24.1.2013;23 - 00;2345;113;300,39
24.1.2013;00 - 01;2226;110;303,27
24.1.2013;01 - 02;2169;113;298,65
24.1.2013;02 - 03;2151;119;292,45
24.1.2013;03 - 04;2143;122;296,03
24.1.2013;04 - 05;2191;121;293,87
24.1.2013;05 - 06;2344;127;307,53
24.1.2013;06 - 07;2783;131;376,85
24.1.2013;07 - 08;3324;131;510,65
24.1.2013;08 - 09;3427;132;529,16
24.1.2013;09 - 10;3327;131;551,4
24.1.2013;10 - 11;3304;133;547,67
24.1.2013;11 - 12;3275;124;541,92
24.1.2013;12 - 13;3211;118;516,85
24.1.2013;13 - 14;3256;122;478,79
24.1.2013;14 - 15;3228;129;473,79
24.1.2013;15 - 16;3140;127;449,39
24.1.2013;16 - 17;3255;114;490,28
24.1.2013;17 - 18;3490;115;575,65
24.1.2013;18 - 19;3313;125;596,54
24.1.2013;19 - 20;3106;121;559,46
24.1.2013;20 - 21;2905;115;450,13
24.1.2013;21 - 22;2713;107;402,67
24.1.2013;22 - 23;2485;101;327,45
25.1.2013;23 - 00;2253;96;299,69
25.1.2013;00 - 01;2088;29;300,19
25.1.2013;01 - 02;2016;31;293,17
25.1.2013;02 - 03;1987;36;291,46
25.1.2013;03 - 04;1986;44;292,28
25.1.2013;04 - 05;2035;56;296,83
25.1.2013;05 - 06;2197;76;306,23
25.1.2013;06 - 07;2644;109;392,04
25.1.2013;07 - 08;3186;149;468,3
25.1.2013;08 - 09;3378;197;519,94
25.1.2013;09 - 10;3329;251;521,58
25.1.2013;10 - 11;3352;310;507,18
25.1.2013;11 - 12;3288;383;498,37
25.1.2013;12 - 13;3125;439;452,19
25.1.2013;13 - 14;3030;483;411
25.1.2013;14 - 15;2913;537;377,72
25.1.2013;15 - 16;2873;600;378,24
25.1.2013;16 - 17;3040;665;411
25.1.2013;17 - 18;3317;732;464,72
25.1.2013;18 - 19;3204;805;430,17
25.1.2013;19 - 20;2932;902;330,18
25.1.2013;20 - 21;2689;1029;307,8
25.1.2013;21 - 22;2515;1118;301,38
25.1.2013;22 - 23;2340;1161;291,76
26.1.2013;23 - 00;2165;1219;271,76
26.1.2013;00 - 01;2022;1747;267,21
26.1.2013;01 - 02;1917;1785;244,98
26.1.2013;02 - 03;1861;1803;239,46
26.1.2013;03 - 04;1838;1816;239,23
26.1.2013;04 - 05;1852;1865;237,74
26.1.2013;05 - 06;1910;1955;234,16
26.1.2013;06 - 07;2050;2022;238,71
26.1.2013;07 - 08;2277;2047;225,13
26.1.2013;08 - 09;2502;2054;259,75
26.1.2013;09 - 10;2624;2065;282,36
26.1.2013;10 - 11;2684;2070;288,33
26.1.2013;11 - 12;2667;2068;288,63
26.1.2013;12 - 13;2616;2056;284,45
26.1.2013;13 - 14;2570;2009;281,99
26.1.2013;14 - 15;2555;1939;279,45
26.1.2013;15 - 16;2586;1866;282,66
26.1.2013;16 - 17;2774;1795;290,72
26.1.2013;17 - 18;3066;1738;301,32
26.1.2013;18 - 19;2972;1683;297,14
26.1.2013;19 - 20;2717;1580;291,69
26.1.2013;20 - 21;2519;1435;289
26.1.2013;21 - 22;2373;1323;268,93
26.1.2013;22 - 23;2230;1222;276,17
27.1.2013;23 - 00;2080;1122;269,53
27.1.2013;00 - 01;2048;1006;248,63
27.1.2013;01 - 02;1923;959;234,45
