Date;Hours;Consumption;Wind;Price
1.1.2014;00 - 01;1832;1787;113,01
1.1.2014;01 - 02;1757;1738;96,67
1.1.2014;02 - 03;1697;1685;90,18
1.1.2014;03 - 04;1666;1628;87,27
1.1.2014;04 - 05;1613;1567;86,97
1.1.2014;05 - 06;1608;1528;84,66
1.1.2014;06 - 07;1683;1495;73,47
1.1.2014;07 - 08;1766;1432;152,99
1.1.2014;08 - 09;1798;1335;189,46
1.1.2014;09 - 10;1875;1246;189,84
1.1.2014;10 - 11;2005;1179;183,72
1.1.2014;11 - 12;2069;1136;199,61
1.1.2014;12 - 13;2099;1090;200,43
1.1.2014;13 - 14;2107;1036;214,97
1.1.2014;14 - 15;2124;1007;216,76
1.1.2014;15 - 16;2108;1009;207,96
1.1.2014;16 - 17;2275;1016;239,51
1.1.2014;17 - 18;2468;1072;245,26
1.1.2014;18 - 19;2432;1153;240,34
1.1.2014;19 - 20;2283;1213;228,48
1.1.2014;20 - 21;2174;1317;213,63
1.1.2014;21 - 22;2048;1456;149,86
1.1.2014;22 - 23;1910;1593;112,63
1.1.2014;23 - 00;1753;1747;96,6
2.1.2014;00 - 01;1670;2348;57,14
2.1.2014;01 - 02;1596;2492;52,36
2.1.2014;02 - 03;1566;2605;14,32
2.1.2014;03 - 04;1594;2661;-0,37
2.1.2014;04 - 05;1660;2686;0,45
2.1.2014;05 - 06;1779;2692;52,66
2.1.2014;06 - 07;2117;2663;88,02
2.1.2014;07 - 08;2535;2600;158,96
2.1.2014;08 - 09;2704;2520;227,06
2.1.2014;09 - 10;2719;2423;228,48
2.1.2014;10 - 11;2759;2293;230,19
2.1.2014;11 - 12;2772;2156;231,53
2.1.2014;12 - 13;2767;2018;231,01
2.1.2014;13 - 14;2794;1883;231,53
2.1.2014;14 - 15;2727;1732;232,06
2.1.2014;15 - 16;2684;1574;234,29
2.1.2014;16 - 17;2778;1443;238,55
2.1.2014;17 - 18;3028;1344;240,71
2.1.2014;18 - 19;2915;1262;238,1
2.1.2014;19 - 20;2705;1166;234,59
2.1.2014;20 - 21;2495;1089;230,79
2.1.2014;21 - 22;2334;988;229,59
2.1.2014;22 - 23;2104;888;226,91
2.1.2014;23 - 00;1883;892;223,1
3.1.2014;00 - 01;1691;948;204,38
3.1.2014;01 - 02;1675;895;191,03
3.1.2014;02 - 03;1664;890;141,88
3.1.2014;03 - 04;1674;929;98,09
3.1.2014;04 - 05;1715;960;119,42
3.1.2014;05 - 06;1845;1064;192,67
3.1.2014;06 - 07;2139;1227;210,87
3.1.2014;07 - 08;2500;1409;236,16
3.1.2014;08 - 09;2652;1591;232,66
3.1.2014;09 - 10;2658;1751;232,58
3.1.2014;10 - 11;2719;1897;230,87
3.1.2014;11 - 12;2706;2022;230,57
3.1.2014;12 - 13;2662;2096;229,3
3.1.2014;13 - 14;2672;2151;228,48
3.1.2014;14 - 15;2623;2232;227,21
3.1.2014;15 - 16;2620;2307;226,99
3.1.2014;16 - 17;2743;2362;230,04
3.1.2014;17 - 18;2970;2385;231,39
3.1.2014;18 - 19;2852;2384;229,6
3.1.2014;19 - 20;2611;2368;226,24
3.1.2014;20 - 21;2396;2338;221,24
3.1.2014;21 - 22;2240;2317;196,33
3.1.2014;22 - 23;2116;2328;194,69
3.1.2014;23 - 00;1969;2360;87,05
4.1.2014;00 - 01;1863;2458;75,1
4.1.2014;01 - 02;1753;2484;73,39
4.1.2014;02 - 03;1687;2490;59,14
4.1.2014;03 - 04;1668;2473;39,01
4.1.2014;04 - 05;1686;2472;38,63
4.1.2014;05 - 06;1737;2464;66,82
4.1.2014;06 - 07;1838;2417;65,03
4.1.2014;07 - 08;2026;2305;134,09
4.1.2014;08 - 09;2219;2170;202,19
4.1.2014;09 - 10;2312;2022;214,12
4.1.2014;10 - 11;2357;1909;215,61
4.1.2014;11 - 12;2343;1832;216,8
4.1.2014;12 - 13;2269;1704;217,77
4.1.2014;13 - 14;2226;1525;217,77
4.1.2014;14 - 15;2205;1393;218,89
4.1.2014;15 - 16;2225;1410;221,35
4.1.2014;16 - 17;2459;1560;226,05
4.1.2014;17 - 18;2742;1695;228,66
4.1.2014;18 - 19;2670;1735;227,1
4.1.2014;19 - 20;2443;1742;223,22
4.1.2014;20 - 21;2255;1732;214,86
4.1.2014;21 - 22;2119;1677;213
4.1.2014;22 - 23;1981;1628;211,14
4.1.2014;23 - 00;1839;1592;165,87
5.1.2014;00 - 01;1712;1644;148,57
5.1.2014;01 - 02;1647;1575;109,86
5.1.2014;02 - 03;1602;1481;99,57
5.1.2014;03 - 04;1602;1356;81,74
5.1.2014;04 - 05;1616;1179;189,22
5.1.2014;05 - 06;1668;998;191,9
5.1.2014;06 - 07;1752;889;206,75
5.1.2014;07 - 08;1879;850;209,06
5.1.2014;08 - 09;2037;860;198,47
5.1.2014;09 - 10;2153;864;204,51
5.1.2014;10 - 11;2249;782;231,66
5.1.2014;11 - 12;2332;702;242,4
5.1.2014;12 - 13;2342;654;236,51
5.1.2014;13 - 14;2321;622;224,2
5.1.2014;14 - 15;2280;619;214,43
5.1.2014;15 - 16;2263;608;215,77
5.1.2014;16 - 17;2496;616;233,75
5.1.2014;17 - 18;2851;655;254,18
5.1.2014;18 - 19;2768;714;241,58
5.1.2014;19 - 20;2567;812;234,49
5.1.2014;20 - 21;2367;907;227,78
5.1.2014;21 - 22;2188;971;219,28
5.1.2014;22 - 23;1998;1069;214,88
5.1.2014;23 - 00;1866;1227;164,68
6.1.2014;00 - 01;1764;1394;103,22
6.1.2014;01 - 02;1778;1605;88,68
6.1.2014;02 - 03;1748;1904;73,47
6.1.2014;03 - 04;1744;2158;37,96
6.1.2014;04 - 05;1789;2369;29,68
6.1.2014;05 - 06;1954;2566;61,46
6.1.2014;06 - 07;2361;2673;98,53
6.1.2014;07 - 08;2943;2735;194,59
6.1.2014;08 - 09;3132;2775;206,6
6.1.2014;09 - 10;3122;2793;207,49
6.1.2014;10 - 11;3195;2773;194,37
6.1.2014;11 - 12;3180;2729;209,13
6.1.2014;12 - 13;3102;2669;209,58
6.1.2014;13 - 14;3059;2609;210,03
6.1.2014;14 - 15;3036;2572;209,88
6.1.2014;15 - 16;2964;2538;216,29
6.1.2014;16 - 17;3039;2489;225,17
6.1.2014;17 - 18;3266;2439;228,6
6.1.2014;18 - 19;3065;2404;225,39
6.1.2014;19 - 20;2861;2396;219,87
6.1.2014;20 - 21;2630;2418;216,29
6.1.2014;21 - 22;2466;2461;211,37
6.1.2014;22 - 23;2297;2512;194,07
6.1.2014;23 - 00;2084;2556;86,14
7.1.2014;00 - 01;1870;2431;69,07
7.1.2014;01 - 02;1851;2386;56,61
7.1.2014;02 - 03;1817;2366;0,52
7.1.2014;03 - 04;1819;2411;0,6
7.1.2014;04 - 05;1881;2494;15,29
7.1.2014;05 - 06;1993;2598;48,63
7.1.2014;06 - 07;2454;2681;194,46
7.1.2014;07 - 08;2966;2721;224,07
7.1.2014;08 - 09;3122;2719;230,11
7.1.2014;09 - 10;3071;2717;225,04
7.1.2014;10 - 11;3075;2743;223,7
7.1.2014;11 - 12;3065;2775;225,04
7.1.2014;12 - 13;2999;2813;222,5
7.1.2014;13 - 14;2981;2842;223,84
7.1.2014;14 - 15;2964;2844;224,14
7.1.2014;15 - 16;2919;2816;225,78
7.1.2014;16 - 17;2990;2778;228,69
7.1.2014;17 - 18;3196;2743;229,22
7.1.2014;18 - 19;3075;2711;226,98
7.1.2014;19 - 20;2845;2679;222,43
7.1.2014;20 - 21;2622;2651;219,22
7.1.2014;21 - 22;2455;2612;213,25
7.1.2014;22 - 23;2320;2550;209,9
7.1.2014;23 - 00;2073;2453;149,63
8.1.2014;00 - 01;1963;2547;164,18
8.1.2014;01 - 02;1891;2504;108,98
8.1.2014;02 - 03;1867;2471;94,51
8.1.2014;03 - 04;1841;2431;84,59
8.1.2014;04 - 05;1887;2370;84,81
8.1.2014;05 - 06;2074;2298;167,17
8.1.2014;06 - 07;2494;2263;218,79
8.1.2014;07 - 08;2994;2262;227,74
8.1.2014;08 - 09;3160;2263;230,87
8.1.2014;09 - 10;3096;2270;229,83
8.1.2014;10 - 11;3133;2289;227,74
8.1.2014;11 - 12;3103;2330;227,51
8.1.2014;12 - 13;3019;2356;224,75
8.1.2014;13 - 14;3012;2359;226,02
8.1.2014;14 - 15;3016;2388;227,29
8.1.2014;15 - 16;2945;2426;228,19
8.1.2014;16 - 17;3055;2451;230,72
8.1.2014;17 - 18;3280;2504;233,78
8.1.2014;18 - 19;3132;2549;230,05
8.1.2014;19 - 20;2898;2534;225,87
8.1.2014;20 - 21;2696;2485;221,7
8.1.2014;21 - 22;2494;2394;219,38
8.1.2014;22 - 23;2293;2261;215,65
8.1.2014;23 - 00;2086;2087;212,52
9.1.2014;00 - 01;1904;1661;202,76
9.1.2014;01 - 02;1860;1421;197,69
9.1.2014;02 - 03;1841;1204;185,23
9.1.2014;03 - 04;1853;1009;198,88
9.1.2014;04 - 05;1893;860;202,76
9.1.2014;05 - 06;2021;754;202,32
9.1.2014;06 - 07;2479;693;231,26
9.1.2014;07 - 08;3004;689;234,99
9.1.2014;08 - 09;3198;782;241,7
9.1.2014;09 - 10;3214;908;240,59
9.1.2014;10 - 11;3234;1052;241,03
9.1.2014;11 - 12;3235;1260;238,42
9.1.2014;12 - 13;3163;1489;226,78
9.1.2014;13 - 14;3175;1669;225,96
9.1.2014;14 - 15;3143;1847;222,76
9.1.2014;15 - 16;3061;1911;224,62
9.1.2014;16 - 17;3116;1876;228,05
9.1.2014;17 - 18;3325;1874;232,75
9.1.2014;18 - 19;3130;1825;228,2
9.1.2014;19 - 20;2907;1851;223,58
9.1.2014;20 - 21;2752;1992;218,5
9.1.2014;21 - 22;2583;2130;207,91
9.1.2014;22 - 23;2411;2293;147,48
9.1.2014;23 - 00;2190;2565;61,62
10.1.2014;00 - 01;2006;2595;61,92
10.1.2014;01 - 02;1930;2468;67,07
10.1.2014;02 - 03;1925;2351;57,74
10.1.2014;03 - 04;1920;2261;66,47
10.1.2014;04 - 05;1955;2157;61,4
10.1.2014;05 - 06;2125;2030;89,37
10.1.2014;06 - 07;2553;1940;213,96
10.1.2014;07 - 08;3037;1875;240,37
10.1.2014;08 - 09;3213;1806;239,7
10.1.2014;09 - 10;3153;1763;232,98
10.1.2014;10 - 11;3139;1772;229,77
10.1.2014;11 - 12;3091;1825;228,51
10.1.2014;12 - 13;2971;1871;225,07
10.1.2014;13 - 14;2896;1858;225,52
10.1.2014;14 - 15;2772;1849;228,13
10.1.2014;15 - 16;2712;1846;234,03
10.1.2014;16 - 17;2847;1829;238,5
10.1.2014;17 - 18;3099;1857;243,05
10.1.2014;18 - 19;2963;1917;238,73
10.1.2014;19 - 20;2694;1971;233,65
10.1.2014;20 - 21;2462;2008;229,92
10.1.2014;21 - 22;2292;2002;225,52
10.1.2014;22 - 23;2139;1954;222,69
10.1.2014;23 - 00;1956;1910;218,43
11.1.2014;00 - 01;1859;1698;218,01
11.1.2014;01 - 02;1769;1707;210,18
11.1.2014;02 - 03;1766;1755;203,01
11.1.2014;03 - 04;1728;1825;202,12
11.1.2014;04 - 05;1743;1880;199,66
11.1.2014;05 - 06;1789;1905;208,24
11.1.2014;06 - 07;1900;1826;208,98
11.1.2014;07 - 08;2119;1626;220,77
11.1.2014;08 - 09;2338;1446;223,61
11.1.2014;09 - 10;2442;1318;226,07
11.1.2014;10 - 11;2543;1246;228,46
11.1.2014;11 - 12;2583;1240;229,43
11.1.2014;12 - 13;2525;1337;228,23
11.1.2014;13 - 14;2397;1513;228,23
11.1.2014;14 - 15;2350;1694;226,59
11.1.2014;15 - 16;2348;1825;227,56
11.1.2014;16 - 17;2483;1918;229,65
11.1.2014;17 - 18;2781;2079;236,59
11.1.2014;18 - 19;2661;2238;230,84
11.1.2014;19 - 20;2436;2382;234,72
11.1.2014;20 - 21;2281;2538;218,38
11.1.2014;21 - 22;2196;2626;183,17
11.1.2014;22 - 23;2103;2668;118,85
11.1.2014;23 - 00;1949;2713;82,97
12.1.2014;00 - 01;1839;2928;13,51
12.1.2014;01 - 02;1721;2907;15,97
12.1.2014;02 - 03;1680;2891;0,3
12.1.2014;03 - 04;1673;2907;0,82
12.1.2014;04 - 05;1689;2970;50,59
12.1.2014;05 - 06;1736;3047;50,22
12.1.2014;06 - 07;1846;3071;6,72
12.1.2014;07 - 08;2006;3027;67
12.1.2014;08 - 09;2171;2909;87,82
12.1.2014;09 - 10;2292;2665;97,07
12.1.2014;10 - 11;2324;2380;100,58
12.1.2014;11 - 12;2327;2159;148,56
12.1.2014;12 - 13;2303;1933;159,75
12.1.2014;13 - 14;2295;1680;189,22
12.1.2014;14 - 15;2251;1388;195,86
12.1.2014;15 - 16;2300;1060;201,98
12.1.2014;16 - 17;2468;775;232,13
12.1.2014;17 - 18;2852;529;295,92
12.1.2014;18 - 19;2798;314;288,98
12.1.2014;19 - 20;2623;197;282,49
12.1.2014;20 - 21;2474;131;262,35
12.1.2014;21 - 22;2325;96;245,11
12.1.2014;22 - 23;2154;98;246,53
12.1.2014;23 - 00;2000;149;234,22
13.1.2014;00 - 01;1843;422;194
13.1.2014;01 - 02;1774;597;207,88
13.1.2014;02 - 03;1774;811;205,94
13.1.2014;03 - 04;1816;1043;193,63
13.1.2014;04 - 05;1878;1285;193,33
13.1.2014;05 - 06;2059;1532;199,3
13.1.2014;06 - 07;2529;1778;247,05
13.1.2014;07 - 08;3049;2024;308,01
13.1.2014;08 - 09;3247;2220;306,22
13.1.2014;09 - 10;3213;2311;270,48
13.1.2014;10 - 11;3255;2331;271
13.1.2014;11 - 12;3262;2279;271,37
13.1.2014;12 - 13;3206;2108;275,25
13.1.2014;13 - 14;3194;1875;306,82
13.1.2014;14 - 15;3171;1681;315,55
13.1.2014;15 - 16;3055;1499;330,02
13.1.2014;16 - 17;3154;1341;421,87
13.1.2014;17 - 18;3383;1212;469,33
13.1.2014;18 - 19;3239;1065;460,3
13.1.2014;19 - 20;3009;912;395,53
13.1.2014;20 - 21;2752;784;294,88
13.1.2014;21 - 22;2563;692;291,67
13.1.2014;22 - 23;2359;564;262,05
13.1.2014;23 - 00;2112;462;241,3
14.1.2014;00 - 01;1993;268;226,76
14.1.2014;01 - 02;1919;214;221,24
14.1.2014;02 - 03;1881;181;220,56
14.1.2014;03 - 04;1880;158;217,51
14.1.2014;04 - 05;1913;149;219,15
14.1.2014;05 - 06;2086;162;226,38
14.1.2014;06 - 07;2569;185;268,17
14.1.2014;07 - 08;3102;213;448,37
14.1.2014;08 - 09;3260;234;492,02
14.1.2014;09 - 10;3170;242;492,91
14.1.2014;10 - 11;3213;241;499,55
14.1.2014;11 - 12;3176;238;491,64
14.1.2014;12 - 13;3093;240;437,03
14.1.2014;13 - 14;3131;235;410,46
14.1.2014;14 - 15;3096;230;392,03
14.1.2014;15 - 16;3004;254;386,96
14.1.2014;16 - 17;3099;287;416,95
14.1.2014;17 - 18;3314;308;527,39
14.1.2014;18 - 19;3144;323;507,39
14.1.2014;19 - 20;2958;329;378,9
14.1.2014;20 - 21;2736;337;288,32
14.1.2014;21 - 22;2526;362;260,19
14.1.2014;22 - 23;2310;368;243,32
14.1.2014;23 - 00;2094;354;231,31
15.1.2014;00 - 01;1945;509;235,42
15.1.2014;01 - 02;1883;544;228,7
15.1.2014;02 - 03;1841;588;223,26
15.1.2014;03 - 04;1842;639;221,09
15.1.2014;04 - 05;1887;699;220,42
15.1.2014;05 - 06;2062;759;228,7
15.1.2014;06 - 07;2540;834;281,16
15.1.2014;07 - 08;3020;927;405,4
15.1.2014;08 - 09;3173;1029;467,48
15.1.2014;09 - 10;3130;1135;422,93
15.1.2014;10 - 11;3183;1251;376
15.1.2014;11 - 12;3163;1350;321,75
15.1.2014;12 - 13;3097;1413;309,52
15.1.2014;13 - 14;3141;1453;314,66
15.1.2014;14 - 15;3045;1472;330,56
15.1.2014;15 - 16;2950;1537;341,97
15.1.2014;16 - 17;3046;1658;379,43
15.1.2014;17 - 18;3268;1785;411,37
15.1.2014;18 - 19;3094;1897;306,83
15.1.2014;19 - 20;2891;1982;275,56
15.1.2014;20 - 21;2701;2062;257,73
15.1.2014;21 - 22;2527;2131;249,37
15.1.2014;22 - 23;2313;2186;236,39
15.1.2014;23 - 00;2088;2218;224,38
16.1.2014;00 - 01;1963;2328;224,22
16.1.2014;01 - 02;1924;2392;215,79
16.1.2014;02 - 03;1918;2453;191,02
16.1.2014;03 - 04;1921;2496;159,83
16.1.2014;04 - 05;1978;2525;190,57
16.1.2014;05 - 06;2125;2575;213,48
16.1.2014;06 - 07;2536;2638;239,37
16.1.2014;07 - 08;3068;2694;250,04
16.1.2014;08 - 09;3225;2755;254,74
16.1.2014;09 - 10;3227;2816;251,31
16.1.2014;10 - 11;3262;2873;248,92
16.1.2014;11 - 12;3275;2921;246,68
16.1.2014;12 - 13;3189;2953;245,64
16.1.2014;13 - 14;3199;2984;242,8
16.1.2014;14 - 15;3140;3014;241,98
16.1.2014;15 - 16;3074;3041;241,76
16.1.2014;16 - 17;3168;3062;244,07
16.1.2014;17 - 18;3366;3075;248,25
16.1.2014;18 - 19;3228;3070;245,27
16.1.2014;19 - 20;3016;3055;241,76
16.1.2014;20 - 21;2816;3047;238,1
16.1.2014;21 - 22;2656;3042;234,52
16.1.2014;22 - 23;2473;3020;229,6
16.1.2014;23 - 00;2271;2950;223,7
17.1.2014;00 - 01;2105;2819;220,34
17.1.2014;01 - 02;2019;2631;210,19
17.1.2014;02 - 03;1966;2472;146,1
17.1.2014;03 - 04;1970;2313;152,44
17.1.2014;04 - 05;2022;2141;205,49
17.1.2014;05 - 06;2144;2009;217,28
17.1.2014;06 - 07;2554;1930;244,59
17.1.2014;07 - 08;3032;1880;256,68
17.1.2014;08 - 09;3193;1862;272,27
17.1.2014;09 - 10;3164;1851;266,97
17.1.2014;10 - 11;3217;1821;260,33
17.1.2014;11 - 12;3202;1799;258,24
17.1.2014;12 - 13;3084;1784;253,39
17.1.2014;13 - 14;3012;1770;250,93
17.1.2014;14 - 15;2872;1768;248,39
17.1.2014;15 - 16;2809;1795;247,72
17.1.2014;16 - 17;2945;1837;251,97
17.1.2014;17 - 18;3186;1854;255,48
17.1.2014;18 - 19;3050;1833;249,59
17.1.2014;19 - 20;2776;1804;244,14
17.1.2014;20 - 21;2574;1782;240,41
17.1.2014;21 - 22;2393;1760;236,08
17.1.2014;22 - 23;2222;1726;234,22
17.1.2014;23 - 00;2045;1696;227,13
18.1.2014;00 - 01;1925;2016;227,58
18.1.2014;01 - 02;1836;2029;222,28
18.1.2014;02 - 03;1795;2029;213,26
18.1.2014;03 - 04;1798;2028;199,9
18.1.2014;04 - 05;1799;2024;213,18
18.1.2014;05 - 06;1865;2036;211,69
18.1.2014;06 - 07;2022;2079;213,03
18.1.2014;07 - 08;2230;2123;225,72
18.1.2014;08 - 09;2431;2152;231,09
18.1.2014;09 - 10;2485;2194;234,22
18.1.2014;10 - 11;2587;2242;237,58
18.1.2014;11 - 12;2625;2290;236,24
18.1.2014;12 - 13;2583;2363;233,4
18.1.2014;13 - 14;2546;2456;230,49
18.1.2014;14 - 15;2549;2563;228,92
18.1.2014;15 - 16;2575;2675;230,42
18.1.2014;16 - 17;2728;2780;239,22
18.1.2014;17 - 18;3002;2881;241,76
18.1.2014;18 - 19;2860;2957;238,7
18.1.2014;19 - 20;2619;3007;233,7
18.1.2014;20 - 21;2455;3051;217,66
18.1.2014;21 - 22;2338;3083;194,23
18.1.2014;22 - 23;2206;3102;144,98
18.1.2014;23 - 00;2084;3121;142,29
19.1.2014;00 - 01;1948;3021;102,75
19.1.2014;01 - 02;1880;3059;74,92
19.1.2014;02 - 03;1836;3101;0,9
19.1.2014;03 - 04;1817;3136;0,9
19.1.2014;04 - 05;1823;3170;0,97
19.1.2014;05 - 06;1887;3204;64,4
19.1.2014;06 - 07;1986;3232;63,58
19.1.2014;07 - 08;2179;3252;72,08
19.1.2014;08 - 09;2335;3266;99,32
19.1.2014;09 - 10;2468;3277;189,46
19.1.2014;10 - 11;2556;3287;186,7
19.1.2014;11 - 12;2581;3291;150,43
19.1.2014;12 - 13;2586;3288;147,75
19.1.2014;13 - 14;2581;3283;186,55
19.1.2014;14 - 15;2577;3276;179,91
19.1.2014;15 - 16;2586;3276;194,83
19.1.2014;16 - 17;2763;3286;221,4
19.1.2014;17 - 18;3061;3298;237,59
19.1.2014;18 - 19;2951;3299;235,2
19.1.2014;19 - 20;2770;3286;221,17
19.1.2014;20 - 21;2614;3271;198,04
19.1.2014;21 - 22;2471;3251;198,12
19.1.2014;22 - 23;2321;3223;188,79
19.1.2014;23 - 00;2142;3188;144,99
20.1.2014;00 - 01;2040;3114;199,31
20.1.2014;01 - 02;1996;3042;188,56
20.1.2014;02 - 03;1962;2992;154,61
20.1.2014;03 - 04;1966;2955;104,09
20.1.2014;04 - 05;2019;2920;98,05
20.1.2014;05 - 06;2231;2879;190,28
20.1.2014;06 - 07;2658;2831;238,11
20.1.2014;07 - 08;3171;2779;246,77
20.1.2014;08 - 09;3350;2721;255,35
20.1.2014;09 - 10;3325;2663;255,2
20.1.2014;10 - 11;3378;2599;252,29
20.1.2014;11 - 12;3386;2523;250,72
20.1.2014;12 - 13;3314;2445;249,23
20.1.2014;13 - 14;3305;2374;248,48
20.1.2014;14 - 15;3275;2317;248,41
20.1.2014;15 - 16;3187;2281;250,72
20.1.2014;16 - 17;3261;2257;264,15
20.1.2014;17 - 18;3523;2239;281,62
20.1.2014;18 - 19;3339;2199;264,45
20.1.2014;19 - 20;3119;2125;252,51
20.1.2014;20 - 21;2910;2030;246,1
20.1.2014;21 - 22;2692;1935;241,84
20.1.2014;22 - 23;2491;1859;238,56
20.1.2014;23 - 00;2275;1792;230,65
21.1.2014;00 - 01;2104;1658;234,68
21.1.2014;01 - 02;2030;1638;232,22
21.1.2014;02 - 03;1995;1626;228,71
21.1.2014;03 - 04;1988;1595;226,02
21.1.2014;04 - 05;2053;1552;227,81
21.1.2014;05 - 06;2238;1519;240,72
21.1.2014;06 - 07;2722;1503;250,5
21.1.2014;07 - 08;3209;1485;330,64
21.1.2014;08 - 09;3334;1454;458,61
21.1.2014;09 - 10;3340;1437;416,3
21.1.2014;10 - 11;3423;1431;388,25
21.1.2014;11 - 12;3407;1431;376,08
21.1.2014;12 - 13;3298;1421;335,64
21.1.2014;13 - 14;3343;1403;310,72
21.1.2014;14 - 15;3279;1398;373,7
21.1.2014;15 - 16;3180;1410;370,04
21.1.2014;16 - 17;3259;1438;393,92
21.1.2014;17 - 18;3502;1473;449,44
21.1.2014;18 - 19;3327;1504;411,45
21.1.2014;19 - 20;3077;1526;305,42
21.1.2014;20 - 21;2886;1539;268,41
21.1.2014;21 - 22;2740;1564;255,05
21.1.2014;22 - 23;2480;1595;245,2
21.1.2014;23 - 00;2263;1630;234,83
22.1.2014;00 - 01;2083;1685;238,32
22.1.2014;01 - 02;2029;1700;235,04
22.1.2014;02 - 03;1978;1707;232,28
22.1.2014;03 - 04;1956;1709;231,46
22.1.2014;04 - 05;2053;1742;232,28
22.1.2014;05 - 06;2240;1806;243,62
22.1.2014;06 - 07;2675;1888;257,2
22.1.2014;07 - 08;3154;1964;404,87
22.1.2014;08 - 09;3325;2006;484,18
22.1.2014;09 - 10;3315;2039;391,81
22.1.2014;10 - 11;3419;2072;352,26
22.1.2014;11 - 12;3419;2095;333,76
22.1.2014;12 - 13;3352;2097;308,98
22.1.2014;13 - 14;3376;2080;301,97
22.1.2014;14 - 15;3299;2076;313,46
22.1.2014;15 - 16;3189;2083;334,28
22.1.2014;16 - 17;3200;2098;373,68
22.1.2014;17 - 18;3482;2120;521,34
22.1.2014;18 - 19;3344;2155;359,72
22.1.2014;19 - 20;3140;2203;304,81
22.1.2014;20 - 21;2910;2252;282,35
22.1.2014;21 - 22;2695;2274;266,6
22.1.2014;22 - 23;2519;2259;246,08
22.1.2014;23 - 00;2341;2221;236,68
23.1.2014;00 - 01;2189;2221;239,22
23.1.2014;01 - 02;2113;2192;235,42
23.1.2014;02 - 03;2121;2189;232,73
23.1.2014;03 - 04;2124;2213;232,06
23.1.2014;04 - 05;2154;2248;232,58
23.1.2014;05 - 06;2295;2284;242,88
23.1.2014;06 - 07;2750;2338;254,74
23.1.2014;07 - 08;3241;2401;297,57
23.1.2014;08 - 09;3424;2451;406,74
23.1.2014;09 - 10;3411;2502;332,34
23.1.2014;10 - 11;3473;2564;321
23.1.2014;11 - 12;3469;2620;320,18
23.1.2014;12 - 13;3411;2648;296,75
23.1.2014;13 - 14;3395;2667;283,17
23.1.2014;14 - 15;3296;2686;269,67
23.1.2014;15 - 16;3180;2700;264,22
23.1.2014;16 - 17;3239;2698;274,22
23.1.2014;17 - 18;3501;2685;314,06
23.1.2014;18 - 19;3371;2654;289,89
23.1.2014;19 - 20;3174;2615;266,46
23.1.2014;20 - 21;2967;2580;257,06
23.1.2014;21 - 22;2785;2544;255,34
23.1.2014;22 - 23;2591;2500;247,8
23.1.2014;23 - 00;2399;2450;232,21
24.1.2014;00 - 01;2230;2596;239,37
24.1.2014;01 - 02;2206;2532;235,64
24.1.2014;02 - 03;2180;2479;226,31
24.1.2014;03 - 04;2187;2422;223,78
24.1.2014;04 - 05;2254;2360;227,81
24.1.2014;05 - 06;2375;2302;240,04
24.1.2014;06 - 07;2834;2259;262,65
24.1.2014;07 - 08;3326;2235;326,6
24.1.2014;08 - 09;3438;2212;455,16
24.1.2014;09 - 10;3360;2192;430,61
24.1.2014;10 - 11;3412;2178;371
24.1.2014;11 - 12;3339;2152;344,95
24.1.2014;12 - 13;3203;2128;319,96
24.1.2014;13 - 14;3100;2117;291,6
24.1.2014;14 - 15;2987;2105;275,41
24.1.2014;15 - 16;2922;2058;269,67
24.1.2014;16 - 17;3005;1969;291,6
24.1.2014;17 - 18;3366;1916;350,7
24.1.2014;18 - 19;3267;1944;303,47
24.1.2014;19 - 20;2957;2024;268,47
24.1.2014;20 - 21;2758;2107;256,61
24.1.2014;21 - 22;2552;2156;251,61
24.1.2014;22 - 23;2441;2152;247,43
24.1.2014;23 - 00;2293;2118;242,58
25.1.2014;00 - 01;2158;1962;243,54
25.1.2014;01 - 02;2045;1977;239,14
25.1.2014;02 - 03;2006;2067;232,05
25.1.2014;03 - 04;2010;2186;226,23
25.1.2014;04 - 05;2031;2288;222,58
25.1.2014;05 - 06;2065;2366;216,68
25.1.2014;06 - 07;2193;2419;230,56
25.1.2014;07 - 08;2430;2458;235,63
25.1.2014;08 - 09;2607;2493;241,75
25.1.2014;09 - 10;2709;2543;247,42
25.1.2014;10 - 11;2734;2614;249,81
25.1.2014;11 - 12;2730;2683;249,51
25.1.2014;12 - 13;2672;2731;248,09
25.1.2014;13 - 14;2609;2756;246,68
25.1.2014;14 - 15;2608;2776;243,69
25.1.2014;15 - 16;2607;2819;243,92
25.1.2014;16 - 17;2773;2881;248,32
25.1.2014;17 - 18;3143;2948;253,39
25.1.2014;18 - 19;3059;3001;251,6
25.1.2014;19 - 20;2822;3026;248,17
25.1.2014;20 - 21;2665;3030;239,07
25.1.2014;21 - 22;2517;3008;224,07
25.1.2014;22 - 23;2393;2964;158,41
25.1.2014;23 - 00;2233;2895;159,53
26.1.2014;00 - 01;2080;2895;107,97
26.1.2014;01 - 02;2033;2807;114,16
26.1.2014;02 - 03;1999;2711;110,8
26.1.2014;03 - 04;1981;2611;98,05
26.1.2014;04 - 05;1993;2512;107,37
26.1.2014;05 - 06;2037;2424;119,24
26.1.2014;06 - 07;2140;2363;106,85
26.1.2014;07 - 08;2332;2307;126,85
26.1.2014;08 - 09;2480;2255;208,92
26.1.2014;09 - 10;2616;2264;233,18
26.1.2014;10 - 11;2703;2362;245,41
