Date;Hours;Consumption;Wind;Price
22.3.2014;02 - 03;1677;1387;175,41
22.3.2014;03 - 04;1687;1378;174,74
22.3.2014;04 - 05;1682;1402;170,34
22.3.2014;05 - 06;1710;1475;167,95
22.3.2014;06 - 07;1795;1580;169,89
22.3.2014;07 - 08;1962;1710;167,65
22.3.2014;08 - 09;2140;1851;172,88
22.3.2014;09 - 10;2265;1989;175,71
22.3.2014;10 - 11;2310;2183;175,49
22.3.2014;11 - 12;2309;2435;170,79
22.3.2014;12 - 13;2238;2618;169,37
22.3.2014;13 - 14;2200;2676;166,46
22.3.2014;14 - 15;2148;2697;164,96
22.3.2014;15 - 16;2127;2618;163,99
22.3.2014;16 - 17;2197;2373;167,58
22.3.2014;17 - 18;2371;2053;173,92
22.3.2014;18 - 19;2407;1733;180,19
22.3.2014;19 - 20;2379;1522;185,64
22.3.2014;20 - 21;2245;1404;183,1
22.3.2014;21 - 22;2073;1378;179,15
22.3.2014;22 - 23;1924;1444;178,03
22.3.2014;23 - 00;1802;1540;179,29
23.3.2014;00 - 01;1684;761;171
23.3.2014;01 - 02;1615;782;153,31
23.3.2014;02 - 03;1616;819;150,32
23.3.2014;03 - 04;1620;862;153,68
23.3.2014;04 - 05;1639;864;160,1
23.3.2014;05 - 06;1705;840;150,85
23.3.2014;06 - 07;1760;850;145,47
23.3.2014;07 - 08;1926;912;143,53
23.3.2014;08 - 09;2044;1003;159,43
23.3.2014;09 - 10;2147;1070;182,27
23.3.2014;10 - 11;2238;1096;186,3
23.3.2014;11 - 12;2265;1096;186
23.3.2014;12 - 13;2231;1056;184,29
23.3.2014;13 - 14;2149;1011;179,36
23.3.2014;14 - 15;2067;1011;175,11
23.3.2014;15 - 16;2050;962;173,99
23.3.2014;16 - 17;2092;866;177,87
23.3.2014;17 - 18;2324;718;185,33
23.3.2014;18 - 19;2414;553;218,02
23.3.2014;19 - 20;2440;485;221,76
23.3.2014;20 - 21;2360;475;199,59
23.3.2014;21 - 22;2173;488;195,78
23.3.2014;22 - 23;2011;486;188,47
23.3.2014;23 - 00;1859;468;183,91
24.3.2014;00 - 01;1763;276;188,32
24.3.2014;01 - 02;1720;261;187,42
24.3.2014;02 - 03;1712;247;187,42
24.3.2014;03 - 04;1736;226;187,05
24.3.2014;04 - 05;1791;191;188,84
24.3.2014;05 - 06;1996;159;203,77
24.3.2014;06 - 07;2404;135;265,27
24.3.2014;07 - 08;2773;110;231,31
24.3.2014;08 - 09;2902;80;308,56
24.3.2014;09 - 10;2892;57;291,39
24.3.2014;10 - 11;2943;45;278,26
24.3.2014;11 - 12;2907;41;232,21
24.3.2014;12 - 13;2816;45;217,2
24.3.2014;13 - 14;2835;56;217,65
24.3.2014;14 - 15;2783;71;206,6
24.3.2014;15 - 16;2654;80;204,89
24.3.2014;16 - 17;2613;76;204,07
24.3.2014;17 - 18;2770;74;214,74
24.3.2014;18 - 19;2760;69;315,06
24.3.2014;19 - 20;2754;62;308,56
24.3.2014;20 - 21;2669;76;213,47
24.3.2014;21 - 22;2480;86;204,51
24.3.2014;22 - 23;2259;88;193,84
24.3.2014;23 - 00;2037;99;188,91
25.3.2014;00 - 01;1911;59;193,48
25.3.2014;01 - 02;1861;80;191,54
25.3.2014;02 - 03;1844;104;191,09
25.3.2014;03 - 04;1850;123;193,03
25.3.2014;04 - 05;1909;148;195,05
25.3.2014;05 - 06;2067;188;203,33
25.3.2014;06 - 07;2421;222;210,35
25.3.2014;07 - 08;2804;234;238,57
25.3.2014;08 - 09;2907;248;299,92
25.3.2014;09 - 10;2877;278;237,07
25.3.2014;10 - 11;2914;336;224,98
25.3.2014;11 - 12;2895;432;209,08
25.3.2014;12 - 13;2818;576;202,74
25.3.2014;13 - 14;2824;777;198,93
25.3.2014;14 - 15;2755;1031;195,35
25.3.2014;15 - 16;2596;1281;193,85
25.3.2014;16 - 17;2555;1473;193,11
25.3.2014;17 - 18;2756;1605;196,54
25.3.2014;18 - 19;2770;1720;197,51
25.3.2014;19 - 20;2741;1899;198,78
25.3.2014;20 - 21;2594;2138;196,47
25.3.2014;21 - 22;2380;2351;192,21
25.3.2014;22 - 23;2168;2551;186,24
25.3.2014;23 - 00;2010;2728;178,1
26.3.2014;00 - 01;1887;2682;179,37
26.3.2014;01 - 02;1860;2719;175,27
26.3.2014;02 - 03;1852;2675;177,51
26.3.2014;03 - 04;1845;2558;183,7
26.3.2014;04 - 05;1880;2420;189,3
26.3.2014;05 - 06;2017;2289;194,08
26.3.2014;06 - 07;2413;2214;200,94
26.3.2014;07 - 08;2819;2173;209,9
26.3.2014;08 - 09;2944;2149;217,52
26.3.2014;09 - 10;2936;2109;212,51
26.3.2014;10 - 11;3001;2049;209,6
26.3.2014;11 - 12;2996;2061;208,56
26.3.2014;12 - 13;2925;2083;206,99
26.3.2014;13 - 14;2982;2022;206,09
26.3.2014;14 - 15;2918;1920;203,71
26.3.2014;15 - 16;2796;1821;201,47
26.3.2014;16 - 17;2743;1673;205,57
26.3.2014;17 - 18;2900;1475;208,63
26.3.2014;18 - 19;2855;1293;217,66
26.3.2014;19 - 20;2821;1100;223,64
26.3.2014;20 - 21;2734;973;218,34
26.3.2014;21 - 22;2540;914;208,86
26.3.2014;22 - 23;2311;872;201,32
26.3.2014;23 - 00;2073;842;196,99
27.3.2014;00 - 01;1937;607;194,16
27.3.2014;01 - 02;1865;559;191,18
27.3.2014;02 - 03;1837;553;186,63
27.3.2014;03 - 04;1840;589;192,15
27.3.2014;04 - 05;1904;660;195,81
27.3.2014;05 - 06;2074;722;201,03
27.3.2014;06 - 07;2466;734;213,13
27.3.2014;07 - 08;2849;714;259,04
27.3.2014;08 - 09;2946;664;237,69
27.3.2014;09 - 10;2928;589;218,8
27.3.2014;10 - 11;2989;535;207,53
27.3.2014;11 - 12;2973;505;204,76
27.3.2014;12 - 13;2880;482;199,99
27.3.2014;13 - 14;2924;483;200,06
27.3.2014;14 - 15;2851;510;202,6
27.3.2014;15 - 16;2717;513;207,15
27.3.2014;16 - 17;2700;483;207,08
27.3.2014;17 - 18;2902;447;212,23
27.3.2014;18 - 19;2829;399;226,56
27.3.2014;19 - 20;2840;359;246,05
27.3.2014;20 - 21;2697;335;220,81
27.3.2014;21 - 22;2487;323;214,25
27.3.2014;22 - 23;2286;317;204,47
27.3.2014;23 - 00;2051;305;200,88
28.3.2014;00 - 01;1882;230;201,79
28.3.2014;01 - 02;1866;230;199,4
28.3.2014;02 - 03;1856;243;196,04
28.3.2014;03 - 04;1878;262;198,73
28.3.2014;04 - 05;1906;283;204,55
28.3.2014;05 - 06;2069;327;210,53
28.3.2014;06 - 07;2480;379;222,92
28.3.2014;07 - 08;2871;398;286,82
28.3.2014;08 - 09;2981;393;304,14
28.3.2014;09 - 10;2973;376;238
28.3.2014;10 - 11;3014;362;222,4
28.3.2014;11 - 12;2956;366;221,87
28.3.2014;12 - 13;2821;380;216,2
28.3.2014;13 - 14;2723;398;210,6
28.3.2014;14 - 15;2573;427;207,39
28.3.2014;15 - 16;2452;453;204,93
28.3.2014;16 - 17;2453;461;203,66
28.3.2014;17 - 18;2607;467;205,15
28.3.2014;18 - 19;2620;469;210,45
28.3.2014;19 - 20;2564;501;211,35
28.3.2014;20 - 21;2417;596;208,21
28.3.2014;21 - 22;2246;678;205,82
28.3.2014;22 - 23;2120;703;201,12
28.3.2014;23 - 00;1976;712;200,67
29.3.2014;00 - 01;1867;691;200,52
29.3.2014;01 - 02;1769;618;198,5
29.3.2014;02 - 03;1711;598;196,12
29.3.2014;03 - 04;1702;602;196,49
29.3.2014;04 - 05;1719;597;198,58
29.3.2014;05 - 06;1758;582;202,16
29.3.2014;06 - 07;1833;545;202,69
29.3.2014;07 - 08;2027;493;205,52
29.3.2014;08 - 09;2218;452;208,96
29.3.2014;09 - 10;2303;397;209,55
29.3.2014;10 - 11;2301;332;198,8
29.3.2014;11 - 12;2248;288;198,43
29.3.2014;12 - 13;2166;268;192,76
29.3.2014;13 - 14;2095;262;190,22
29.3.2014;14 - 15;2041;249;187,08
29.3.2014;15 - 16;2024;231;182,53
29.3.2014;16 - 17;2056;217;206,57
29.3.2014;17 - 18;2216;200;225,46
29.3.2014;18 - 19;2261;187;275,62
29.3.2014;19 - 20;2291;197;228,59
29.3.2014;20 - 21;2245;232;209,26
29.3.2014;21 - 22;2105;252;207,39
29.3.2014;22 - 23;1972;244;204,93
29.3.2014;23 - 00;1806;218;204,18
30.3.2014;00 - 01;1681;178;199,62
30.3.2014;01 - 02;1624;161;194,02
30.3.2014;02 - 03;1579;146;181,78
30.3.2014;03 - 04;1578;126;185,06
30.3.2014;04 - 05;1624;106;191,33
30.3.2014;05 - 06;1681;88;193,05
30.3.2014;06 - 07;1804;73;192,45
30.3.2014;07 - 08;1962;56;209,1
30.3.2014;08 - 09;2075;45;205,59
30.3.2014;09 - 10;2129;38;200,96
30.3.2014;10 - 11;2131;29;199,32
30.3.2014;11 - 12;2081;24;194,76
30.3.2014;12 - 13;2032;25;194,09
30.3.2014;13 - 14;2008;33;193,42
30.3.2014;14 - 15;1994;48;192,82
30.3.2014;15 - 16;2013;64;193,5
30.3.2014;16 - 17;2212;78;167,74
30.3.2014;17 - 18;2261;97;237,02
30.3.2014;18 - 19;2217;111;282,63
30.3.2014;19 - 20;2200;113;273,15
30.3.2014;20 - 21;2124;121;251,42
30.3.2014;21 - 22;2025;130;224,48
30.3.2014;22 - 23;1874;129;220,52
31.3.2014;00 - 01;1708;133;204,39
31.3.2014;01 - 02;1700;140;203,42
31.3.2014;02 - 03;1697;145;201,78
31.3.2014;03 - 04;1704;144;198,2
31.3.2014;04 - 05;1781;127;196,56
31.3.2014;05 - 06;1975;113;210,07
31.3.2014;06 - 07;2410;105;228,73
31.3.2014;07 - 08;2759;99;249,41
31.3.2014;08 - 09;2896;96;296,59
31.3.2014;09 - 10;2887;101;254,93
31.3.2014;10 - 11;2938;109;254,49
31.3.2014;11 - 12;2915;118;229,25
31.3.2014;12 - 13;2835;133;215,74
31.3.2014;13 - 14;2869;144;216,56
31.3.2014;14 - 15;2796;160;214,55
31.3.2014;15 - 16;2641;179;211,86
31.3.2014;16 - 17;2568;184;210,59
31.3.2014;17 - 18;2708;192;231,34
31.3.2014;18 - 19;2636;213;302,11
31.3.2014;19 - 20;2543;224;361,83
31.3.2014;20 - 21;2591;242;253,81
31.3.2014;21 - 22;2459;261;229,85
31.3.2014;22 - 23;2265;263;217,53
31.3.2014;23 - 00;2031;251;209,32
1.4.2014;00 - 01;1924;218;208,21
1.4.2014;01 - 02;1867;211;203,28
1.4.2014;02 - 03;1829;202;201,49
1.4.2014;03 - 04;1838;197;203,21
1.4.2014;04 - 05;1879;206;209,18
1.4.2014;05 - 06;2037;222;224,18
1.4.2014;06 - 07;2453;248;278,75
1.4.2014;07 - 08;2830;282;384,24
1.4.2014;08 - 09;2953;322;436,12
1.4.2014;09 - 10;2973;375;393,2
1.4.2014;10 - 11;3033;437;344,6
1.4.2014;11 - 12;2997;507;310,71
1.4.2014;12 - 13;2902;582;270,62
1.4.2014;13 - 14;2931;627;258,6
1.4.2014;14 - 15;2881;630;241,95
1.4.2014;15 - 16;2758;611;245,01
1.4.2014;16 - 17;2699;582;228,66
1.4.2014;17 - 18;2825;552;243,37
1.4.2014;18 - 19;2756;531;281,14
1.4.2014;19 - 20;2650;519;292,19
1.4.2014;20 - 21;2659;529;272,48
1.4.2014;21 - 22;2553;573;245,31
1.4.2014;22 - 23;2339;597;220,67
1.4.2014;23 - 00;2091;588;209,77
2.4.2014;00 - 01;1903;845;210,96
2.4.2014;01 - 02;1885;841;202,6
2.4.2014;02 - 03;1847;848;199,62
2.4.2014;03 - 04;1834;874;196,18
2.4.2014;04 - 05;1872;901;201,04
2.4.2014;05 - 06;2043;926;212,53
2.4.2014;06 - 07;2468;973;245,75
2.4.2014;07 - 08;2831;1021;367,43
2.4.2014;08 - 09;2918;1023;444,92
2.4.2014;09 - 10;2904;985;405,73
2.4.2014;10 - 11;2971;913;338,24
2.4.2014;11 - 12;2960;857;298,01
2.4.2014;12 - 13;2881;832;237,84
2.4.2014;13 - 14;2914;821;231,79
2.4.2014;14 - 15;2865;822;224,62
2.4.2014;15 - 16;2758;812;225,52
2.4.2014;16 - 17;2735;783;219,25
2.4.2014;17 - 18;2843;712;232,09
2.4.2014;18 - 19;2770;614;288,53
2.4.2014;19 - 20;2641;508;333,54
2.4.2014;20 - 21;2628;444;298,45
2.4.2014;21 - 22;2488;458;283,97
2.4.2014;22 - 23;2291;463;223,21
2.4.2014;23 - 00;2053;424;215,22
3.4.2014;00 - 01;1847;340;216,7
3.4.2014;01 - 02;1830;313;212,89
3.4.2014;02 - 03;1834;318;205,13
3.4.2014;03 - 04;1845;326;202,22
3.4.2014;04 - 05;1891;336;211,25
3.4.2014;05 - 06;2050;362;220,58
3.4.2014;06 - 07;2433;397;278,58
3.4.2014;07 - 08;2806;407;350,77
3.4.2014;08 - 09;2937;417;388,84
3.4.2014;09 - 10;2900;470;334,64
3.4.2014;10 - 11;2962;545;311,95
3.4.2014;11 - 12;2940;589;268,58
3.4.2014;12 - 13;2882;608;245,81
3.4.2014;13 - 14;2921;611;227,3
3.4.2014;14 - 15;2836;627;224,31
3.4.2014;15 - 16;2700;663;225,88
3.4.2014;16 - 17;2639;712;223,19
3.4.2014;17 - 18;2736;769;226,55
3.4.2014;18 - 19;2645;846;239,62
3.4.2014;19 - 20;2537;896;236,48
3.4.2014;20 - 21;2572;928;245,22
3.4.2014;21 - 22;2475;1027;227,75
3.4.2014;22 - 23;2263;1114;216,63
3.4.2014;23 - 00;2026;1115;203,79
4.4.2014;00 - 01;1892;776;200,93
4.4.2014;01 - 02;1815;791;192,65
4.4.2014;02 - 03;1787;851;193,17
4.4.2014;03 - 04;1805;940;182,65
4.4.2014;04 - 05;1868;1027;181,68
4.4.2014;05 - 06;2044;1123;203,4
4.4.2014;06 - 07;2459;1257;226,24
4.4.2014;07 - 08;2838;1407;297,44
4.4.2014;08 - 09;2947;1600;356,78
4.4.2014;09 - 10;2953;1864;261,84
4.4.2014;10 - 11;2972;2077;234,97
4.4.2014;11 - 12;2963;2204;214,67
4.4.2014;12 - 13;2859;2248;202,13
4.4.2014;13 - 14;2751;2256;208,17
4.4.2014;14 - 15;2615;2259;193,69
4.4.2014;15 - 16;2509;2219;192,72
4.4.2014;16 - 17;2532;2172;191,3
4.4.2014;17 - 18;2665;2116;194,29
4.4.2014;18 - 19;2646;2051;199,89
4.4.2014;19 - 20;2476;1981;202,72
4.4.2014;20 - 21;2428;1957;206,01
4.4.2014;21 - 22;2321;1988;205,79
4.4.2014;22 - 23;2169;1972;196,83
4.4.2014;23 - 00;1989;1904;192,87
5.4.2014;00 - 01;1823;1793;190,35
5.4.2014;01 - 02;1751;1728;188,33
5.4.2014;02 - 03;1686;1627;187,96
5.4.2014;03 - 04;1666;1506;187,96
5.4.2014;04 - 05;1649;1380;188,71
5.4.2014;05 - 06;1705;1277;191,25
5.4.2014;06 - 07;1839;1192;200,65
5.4.2014;07 - 08;2033;1098;207,29
5.4.2014;08 - 09;2246;1005;214,46
5.4.2014;09 - 10;2354;915;223,64
5.4.2014;10 - 11;2415;807;222,3
5.4.2014;11 - 12;2413;691;220,36
5.4.2014;12 - 13;2377;616;214,54
5.4.2014;13 - 14;2329;556;208,12
5.4.2014;14 - 15;2268;492;202,22
5.4.2014;15 - 16;2215;445;201,92
5.4.2014;16 - 17;2230;381;201,47
5.4.2014;17 - 18;2393;325;214,98
5.4.2014;18 - 19;2377;294;228,2
5.4.2014;19 - 20;2228;267;279,93
5.4.2014;20 - 21;2217;267;239,09
5.4.2014;21 - 22;2116;309;234,32
5.4.2014;22 - 23;1972;357;234,17
5.4.2014;23 - 00;1797;402;209,98
6.4.2014;00 - 01;1659;467;204,99
6.4.2014;01 - 02;1601;515;190,66
6.4.2014;02 - 03;1544;561;184,99
6.4.2014;03 - 04;1529;616;180,36
6.4.2014;04 - 05;1546;671;181,78
6.4.2014;05 - 06;1582;696;183,05
6.4.2014;06 - 07;1677;706;181,03
6.4.2014;07 - 08;1803;708;181,4
6.4.2014;08 - 09;2000;701;188,94
6.4.2014;09 - 10;2156;695;200,29
6.4.2014;10 - 11;2220;693;201,11
6.4.2014;11 - 12;2222;696;201,49
6.4.2014;12 - 13;2192;698;186,03
6.4.2014;13 - 14;2148;688;186,41
6.4.2014;14 - 15;2136;698;185,21
6.4.2014;15 - 16;2134;740;184,39
6.4.2014;16 - 17;2197;790;183,72
6.4.2014;17 - 18;2407;843;173,72
6.4.2014;18 - 19;2427;896;223,36
6.4.2014;19 - 20;2335;965;213,88
6.4.2014;20 - 21;2361;1062;216,04
6.4.2014;21 - 22;2277;1182;209,32
6.4.2014;22 - 23;2083;1278;201,34
6.4.2014;23 - 00;1896;1356;189,69
7.4.2014;00 - 01;1782;1176;185,14
7.4.2014;01 - 02;1723;1186;178,87
7.4.2014;02 - 03;1715;1171;176,1
7.4.2014;03 - 04;1742;1128;171,48
7.4.2014;04 - 05;1762;1062;176,7
7.4.2014;05 - 06;1955;979;182,52
7.4.2014;06 - 07;2379;885;215,3
7.4.2014;07 - 08;2792;780;225,97
7.4.2014;08 - 09;2920;695;239,78
7.4.2014;09 - 10;2932;627;233,66
7.4.2014;10 - 11;2972;580;233,51
7.4.2014;11 - 12;2943;559;225,52
7.4.2014;12 - 13;2862;559;218,21
7.4.2014;13 - 14;2883;560;217,83
7.4.2014;14 - 15;2832;583;216,79
7.4.2014;15 - 16;2680;603;217,69
7.4.2014;16 - 17;2650;584;215,3
7.4.2014;17 - 18;2767;574;220,97
7.4.2014;18 - 19;2682;586;223,96
7.4.2014;19 - 20;2528;628;228,51
7.4.2014;20 - 21;2507;696;228,51
7.4.2014;21 - 22;2410;800;221,49
7.4.2014;22 - 23;2200;924;207,23
7.4.2014;23 - 00;1984;1039;200,44
8.4.2014;00 - 01;1832;921;186,64
8.4.2014;01 - 02;1761;971;178,5
8.4.2014;02 - 03;1744;1056;142,37
8.4.2014;03 - 04;1779;1161;160,06
8.4.2014;04 - 05;1837;1223;157
8.4.2014;05 - 06;1988;1246;167,9
8.4.2014;06 - 07;2374;1259;213,89
8.4.2014;07 - 08;2795;1277;212,92
8.4.2014;08 - 09;2936;1383;215,98
8.4.2014;09 - 10;2960;1580;211,27
8.4.2014;10 - 11;3029;1760;208,51
8.4.2014;11 - 12;3052;1955;204,7
8.4.2014;12 - 13;2977;2213;196,94
8.4.2014;13 - 14;2987;2392;192,16
8.4.2014;14 - 15;2899;2459;189,62
8.4.2014;15 - 16;2744;2531;188,21
8.4.2014;16 - 17;2656;2559;170,06
8.4.2014;17 - 18;2752;2537;194,63
8.4.2014;18 - 19;2672;2537;200,75
8.4.2014;19 - 20;2559;2549;191,86
8.4.2014;20 - 21;2526;2596;194,48
8.4.2014;21 - 22;2425;2683;203,88
8.4.2014;22 - 23;2197;2794;200,37
8.4.2014;23 - 00;2003;2894;151,7
9.4.2014;00 - 01;1914;2918;149,83
9.4.2014;01 - 02;1883;2977;102,5
9.4.2014;02 - 03;1855;2976;99,44
9.4.2014;03 - 04;1862;2937;127,06
9.4.2014;04 - 05;1911;2879;143,94
9.4.2014;05 - 06;2071;2805;187,31
9.4.2014;06 - 07;2391;2725;184,18
9.4.2014;07 - 08;2784;2707;200,82
9.4.2014;08 - 09;2937;2744;204,11
9.4.2014;09 - 10;2934;2809;197,09
9.4.2014;10 - 11;2978;2850;193,88
9.4.2014;11 - 12;2943;2842;195,23
9.4.2014;12 - 13;2869;2798;180,74
9.4.2014;13 - 14;2924;2678;182,83
9.4.2014;14 - 15;2862;2491;182,91
9.4.2014;15 - 16;2685;2279;181,56
9.4.2014;16 - 17;2626;2050;180,89
9.4.2014;17 - 18;2767;1799;197,47
9.4.2014;18 - 19;2700;1521;201,42
9.4.2014;19 - 20;2567;1269;207,54
9.4.2014;20 - 21;2548;1063;213,29
9.4.2014;21 - 22;2469;905;214,79
9.4.2014;22 - 23;2269;782;205,08
9.4.2014;23 - 00;2042;667;197,39
10.4.2014;00 - 01;1846;392;181,19
10.4.2014;01 - 02;1832;301;181,86
10.4.2014;02 - 03;1832;228;172,68
10.4.2014;03 - 04;1843;174;170,44
10.4.2014;04 - 05;1889;130;180,89
10.4.2014;05 - 06;2051;94;208,29
10.4.2014;06 - 07;2402;75;222,7
10.4.2014;07 - 08;2773;62;357,83
10.4.2014;08 - 09;2899;57;401,13
10.4.2014;09 - 10;2911;65;401,72
10.4.2014;10 - 11;2972;81;373,88
10.4.2014;11 - 12;2957;100;330,5
10.4.2014;12 - 13;2881;134;301,46
10.4.2014;13 - 14;2883;171;296,53
10.4.2014;14 - 15;2826;208;247,04
10.4.2014;15 - 16;2709;242;239,27
10.4.2014;16 - 17;2660;265;272,2
10.4.2014;17 - 18;2795;280;288,32
10.4.2014;18 - 19;2677;280;316,84
10.4.2014;19 - 20;2553;272;359,92
10.4.2014;20 - 21;2524;269;372,91
10.4.2014;21 - 22;2457;281;319,08
10.4.2014;22 - 23;2262;306;207,69
10.4.2014;23 - 00;2032;340;197,91
11.4.2014;00 - 01;1898;244;191,49
11.4.2014;01 - 02;1820;240;183,73
11.4.2014;02 - 03;1794;230;180,89
11.4.2014;03 - 04;1780;224;186,04
11.4.2014;04 - 05;1841;211;197,69
11.4.2014;05 - 06;2028;202;201,2
11.4.2014;06 - 07;2390;219;205,75
11.4.2014;07 - 08;2767;246;332,29
11.4.2014;08 - 09;2899;272;364,92
11.4.2014;09 - 10;2872;294;364,55
11.4.2014;10 - 11;2879;319;340,8
11.4.2014;11 - 12;2876;370;299,45
11.4.2014;12 - 13;2742;457;221,28
11.4.2014;13 - 14;2666;556;214,93
11.4.2014;14 - 15;2532;624;202,24
11.4.2014;15 - 16;2410;711;198,96
11.4.2014;16 - 17;2399;803;194,11
11.4.2014;17 - 18;2513;814;197,76
11.4.2014;18 - 19;2447;812;198,96
11.4.2014;19 - 20;2278;785;199,41
11.4.2014;20 - 21;2233;686;201,57
11.4.2014;21 - 22;2212;612;199,7
11.4.2014;22 - 23;2063;563;195,15
11.4.2014;23 - 00;1883;544;185,22
12.4.2014;00 - 01;1770;339;216,07
12.4.2014;01 - 02;1693;315;198,97
12.4.2014;02 - 03;1664;297;188,37
12.4.2014;03 - 04;1655;288;184,86
12.4.2014;04 - 05;1660;285;189,34
12.4.2014;05 - 06;1705;307;188,37
12.4.2014;06 - 07;1794;354;191,58
12.4.2014;07 - 08;1986;413;218,23
12.4.2014;08 - 09;2180;500;241,97
12.4.2014;09 - 10;2270;635;254,22
12.4.2014;10 - 11;2295;845;214,95
12.4.2014;11 - 12;2279;1112;199,34
12.4.2014;12 - 13;2216;1421;192,17
12.4.2014;13 - 14;2155;1730;174,85
12.4.2014;14 - 15;2128;2012;170,3
12.4.2014;15 - 16;2098;2207;168,36
12.4.2014;16 - 17;2138;2226;171,94
12.4.2014;17 - 18;2342;2140;182,54
12.4.2014;18 - 19;2385;2076;184,26
12.4.2014;19 - 20;2252;2066;183,29
12.4.2014;20 - 21;2226;2099;183,81
12.4.2014;21 - 22;2164;2124;179,78
12.4.2014;22 - 23;1964;2106;173,51
12.4.2014;23 - 00;1812;2071;171,27
13.4.2014;00 - 01;1684;2057;156,11
13.4.2014;01 - 02;1626;2029;120,27
13.4.2014;02 - 03;1635;2042;108,85
13.4.2014;03 - 04;1640;2081;102,06
13.4.2014;04 - 05;1661;2149;98,92
13.4.2014;05 - 06;1694;2103;104,67
13.4.2014;06 - 07;1757;2147;97,5
13.4.2014;07 - 08;1904;2291;90,33
13.4.2014;08 - 09;2080;2544;96,68
13.4.2014;09 - 10;2190;2830;114,45
13.4.2014;10 - 11;2224;3028;106,01
13.4.2014;11 - 12;2214;3174;109,22
13.4.2014;12 - 13;2184;3249;89,66
13.4.2014;13 - 14;2161;3277;19,49
13.4.2014;14 - 15;2141;3265;-100,71
13.4.2014;15 - 16;2082;3218;-79,14
13.4.2014;16 - 17;2126;3123;-0,52
13.4.2014;17 - 18;2391;3000;63,53
13.4.2014;18 - 19;2434;2795;156,33
13.4.2014;19 - 20;2264;2612;179,62
13.4.2014;20 - 21;2225;2483;174,25
13.4.2014;21 - 22;2169;2274;174,1
13.4.2014;22 - 23;2034;2080;173,05
13.4.2014;23 - 00;1909;2000;168,72
14.4.2014;00 - 01;1792;1617;150,21
14.4.2014;01 - 02;1763;1543;111,54
14.4.2014;02 - 03;1748;1448;111,39
14.4.2014;03 - 04;1784;1415;117,81
14.4.2014;04 - 05;1833;1488;149,02
14.4.2014;05 - 06;2001;1641;119,45
14.4.2014;06 - 07;2248;1891;188,73
14.4.2014;07 - 08;2592;2178;196,8
14.4.2014;08 - 09;2763;2470;201,35
14.4.2014;09 - 10;2831;2768;200,75
14.4.2014;10 - 11;2903;2980;194,71
14.4.2014;11 - 12;2892;3040;193,21
14.4.2014;12 - 13;2833;3043;182,54
14.4.2014;13 - 14;2853;3018;161,18
14.4.2014;14 - 15;2776;2954;143,34
14.4.2014;15 - 16;2632;2837;136,17
14.4.2014;16 - 17;2565;2787;74,88
14.4.2014;17 - 18;2662;2796;152,37
14.4.2014;18 - 19;2603;2814;175,59
14.4.2014;19 - 20;2512;2815;187,02
14.4.2014;20 - 21;2447;2792;188,66
14.4.2014;21 - 22;2423;2791;188,21
14.4.2014;22 - 23;2218;2759;178,5
14.4.2014;23 - 00;2022;2679;6,72
15.4.2014;00 - 01;1853;2587;69,96
15.4.2014;01 - 02;1773;2504;108,93
15.4.2014;02 - 03;1750;2366;94,07
15.4.2014;03 - 04;1762;2190;108,78
15.4.2014;04 - 05;1817;2025;90,49
15.4.2014;05 - 06;1965;1915;152,83
15.4.2014;06 - 07;2212;1840;189,26
15.4.2014;07 - 08;2556;1799;198
15.4.2014;08 - 09;2713;1824;205,99
15.4.2014;09 - 10;2765;1855;201,51
15.4.2014;10 - 11;2867;1803;200,69
15.4.2014;11 - 12;2815;1695;199,86
15.4.2014;12 - 13;2708;1589;193,97
15.4.2014;13 - 14;2713;1520;194,49
15.4.2014;14 - 15;2683;1487;190,68
15.4.2014;15 - 16;2533;1471;190,46
15.4.2014;16 - 17;2491;1427;189,11
15.4.2014;17 - 18;2586;1336;194,86
15.4.2014;18 - 19;2478;1200;195,68
15.4.2014;19 - 20;2379;1003;201,13
15.4.2014;20 - 21;2326;799;275,72
15.4.2014;21 - 22;2315;654;276,99
15.4.2014;22 - 23;2160;533;284,68
15.4.2014;23 - 00;1946;422;239,21
16.4.2014;00 - 01;1815;291;215,31
16.4.2014;01 - 02;1754;227;222,78
16.4.2014;02 - 03;1758;170;210,31
16.4.2014;03 - 04;1763;129;212,85
16.4.2014;04 - 05;1817;106;212,03
16.4.2014;05 - 06;1943;92;233,3
16.4.2014;06 - 07;2191;86;305,5
16.4.2014;07 - 08;2510;87;411,36
16.4.2014;08 - 09;2619;91;439,51
16.4.2014;09 - 10;2634;109;268,69
16.4.2014;10 - 11;2615;158;253,24
16.4.2014;11 - 12;2480;228;222,78
16.4.2014;12 - 13;2376;296;211,58
16.4.2014;13 - 14;2567;359;205,01
16.4.2014;14 - 15;2514;415;196,5
16.4.2014;15 - 16;2361;476;195,08
16.4.2014;16 - 17;2331;541;205,01
16.4.2014;17 - 18;2436;570;232,93
16.4.2014;18 - 19;2362;562;292,95
16.4.2014;19 - 20;2269;552;328,27
16.4.2014;20 - 21;2191;536;325,8
16.4.2014;21 - 22;2204;544;313,11
16.4.2014;22 - 23;2029;601;291,83
16.4.2014;23 - 00;1850;687;236,36
17.4.2014;00 - 01;1697;773;176,11
17.4.2014;01 - 02;1608;905;166,03
17.4.2014;02 - 03;1594;1072;162,3
17.4.2014;03 - 04;1569;1298;161,7
